row	col	stype	detail	dilution
A	1	standard	20	1
A	2	standard	10	1
A	3	standard	5	1
A	4	standard	4	1
A	5	standard	2	1
A	6	standard	1	1
A	7	standard	20	1
A	8	standard	10	1
A	9	standard	5	1
A	10	standard	4	1
A	11	standard	2	1
A	12	standard	1	1
B	1	sample	7APL	10
B	2	sample	7APL	10
B	3	sample	7BPL	10
B	4	sample	7BPL	10
B	5	sample	7CPL	10
B	6	sample	7CPL	10
B	7	sample	7DPL	10
B	8	sample	7DPL	10
B	9	sample	7EPL	10
B	10	sample	7EPL	10
B	11	control	poscon lo	1
B	12	control	negcon	1
C	1	sample	7ABC	10
C	2	sample	7ABC	10
C	3	sample	7BBC	10
C	4	sample	7BBC	10
C	5	sample	7CBC	10
C	6	sample	7CBC	10
C	7	sample	7DBC	10
C	8	sample	7DBC	10
C	9	sample	7EBC	10
C	10	sample	7EBC	10
C	11	control	poscon hi	1
C	12	control	blocking	1
D	1	sample	7ARB	10
D	2	sample	7ARB	10
D	3	sample	7BRB	10
D	4	sample	7BRB	10
D	5	sample	7CRB	10
D	6	sample	7CRB	10
D	7	sample	7DRB	10
D	8	sample	7DRB	10
D	9	sample	7ERB	10
D	10	sample	7ERB	10
D	11	sample	v1205.6+C-IPC	50
D	12	sample	v1205.6+C-IPC	50
E	1	sample	2015CD	100
E	2	sample	2015CD	100
E	3	sample	1965TH	100
E	4	sample	1965TH	100
E	5	sample	2018CB	100
E	6	sample	2018CB	100
E	7	sample	1982IF	100
E	8	sample	1982IF	100
E	9	sample	2009CC	100
E	10	sample	2009CC	100
E	11	sample	2009CD	100
E	12	sample	2009CD	100
F	1	sample	2018TH	100
F	2	sample	2018TH	100
F	3	sample	1965CC	100
F	4	sample	1965CC	100
F	5	sample	2015IF	100
F	6	sample	2015IF	100
F	7	sample	2009PP	100
F	8	sample	2009PP	100
F	9	sample	2015PP	100
F	10	sample	2015PP	100
F	11	sample	2015CC	100
F	12	sample	2015CC	100
G	1	sample	2015CB	100
G	2	sample	2015CB	100
G	3	sample	1965PP	100
G	4	sample	1965PP	100
G	5			
G	6			
G	7	sample	1982MT	100
G	8	sample	1982MT	100
G	9			
G	10			
G	11	sample	2018MT	100
G	12	sample	2018MT	100
H	1	sample	2015TH	100
H	2	sample	2015TH	100
H	3	sample	v1451.1	10
H	4	sample	v1451.1	50
H	5	sample	v1452.1	10
H	6	sample	v1452.1	50
H	7	sample	v1460.1	10
H	8	sample	v1460.1	50
H	9	sample	v1482.2	10
H	10	sample	v1482.2	50
H	11	sample	v1497.1	10
H	12	sample	v1497.1	50
