row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	standard	1	1
A	8	standard	2	1
A	9	standard	4	1
A	10	standard	5	1
A	11	standard	10	1
A	12	standard	20	1
B	1	sample	07-242	10
B	2	sample	07-242	10
B	3	sample	07-242	50
B	4	sample	07-242	50
B	5	sample	10-094	10
B	6	sample	10-094	10
B	7	sample	10-094	50
B	8	sample	10-094	50
B	9	sample	11-043	10
B	10	sample	11-043	10
B	11	sample	11-043	50
B	12	sample	11-043	50
C	1	sample	11-109	10
C	2	sample	11-109	10
C	3	sample	11-109	50
C	4	sample	11-109	50
C	5	sample	11-158	10
C	6	sample	11-158	10
C	7	sample	11-158	50
C	8	sample	11-158	50
C	9	sample	11-333	10
C	10	sample	11-333	10
C	11	sample	11-333	50
C	12	sample	11-333	50
D	1	sample	12-036	10
D	2	sample	12-036	10
D	3	sample	12-036	50
D	4	sample	12-036	50
D	5	sample	12-058	10
D	6	sample	12-058	10
D	7	sample	12-058	50
D	8	sample	12-058	50
D	9	sample	12-177	10
D	10	sample	12-177	10
D	11	sample	12-177	50
D	12	sample	12-177	50
E	1	sample	13-202	10
E	2	sample	13-202	10
E	3	sample	13-202	50
E	4	sample	13-202	50
E	5	sample	13-230	10
E	6	sample	13-230	10
E	7	sample	13-230	50
E	8	sample	13-230	50
E	9	sample	13-294	10
E	10	sample	13-294	10
E	11	sample	13-294	50
E	12	sample	13-294	50
F	1	sample	14-012	10
F	2	sample	14-012	10
F	3	sample	14-012	50
F	4	sample	14-012	50
F	5	sample	14-013	10
F	6	sample	14-013	10
F	7	sample	14-013	50
F	8	sample	14-013	50
F	9	sample	14-017	10
F	10	sample	14-017	10
F	11	sample	14-017	50
F	12	sample	14-017	50
G	1	sample	14-100	10
G	2	sample	14-100	10
G	3	sample	14-100	50
G	4	sample	14-100	50
G	5	sample	14-150	10
G	6	sample	14-150	10
G	7	sample	14-150	50
G	8	sample	14-150	50
G	9	sample	14-246	10
G	10	sample	14-246	10
G	11	sample	14-246	50
G	12	sample	14-246	50
H	1	control	poscon hi	1
H	2	control	poscon lo	1
H	3	control	negcon	1
H	4	control	negcon	1
H	5	sample	v1187.3-new	100
H	6	sample	v1187.3-new	100
H	7	sample	v1187.3-new	100
H	8	sample	v1187.3-new	100
H	9	sample	v1187.3-old	100
H	10	sample	v1187.3-old	100
H	11	sample	v1187.3-old	100
H	12	sample	v1187.3-old	100
