row	col	stype	detail	dilution
A	1	standard	20	1
A	2	standard	10	1
A	3	standard	5	1
A	4	standard	4	1
A	5	standard	2	1
A	6	standard	1	1
A	7	standard	20	1
A	8	standard	10	1
A	9	standard	5	1
A	10	standard	4	1
A	11	standard	2	1
A	12	standard	1	1
B	1	standard	20	1
B	2	standard	10	1
B	3	standard	5	1
B	4	standard	4	1
B	5	standard	2	1
B	6	standard	1	1
B	7	standard	20	1
B	8	standard	10	1
B	9	standard	5	1
B	10	standard	4	1
B	11			
B	12	standard	1	1
C	1	standard	20	1
C	2	standard	10	1
C	3	standard	5	1
C	4	standard	4	1
C	5	standard	2	1
C	6	standard	1	1
C	7	control	poscon hi	1
C	8	control	poscon hi	1
C	9	control	poscon lo	1
C	10	control	poscon lo	1
C	11	control	negcon	1
C	12	standard	2	1
D	1	sample	K202-T0	10
D	2	sample	K202-T0	10
D	3	sample	K202-T0	50
D	4	sample	K202-T0	50
D	5	sample	K202-T1	10
D	6	sample	K202-T1	10
D	7	sample	K202-T1	50
D	8	sample	K202-T1	50
D	9	sample	K202-T2	10
D	10	sample	K202-T2	10
D	11	sample	K202-T2	50
D	12	sample	K202-T2	50
E	1	sample	K203-T1	10
E	2	sample	K203-T1	10
E	3	sample	K203-T1	50
E	4	sample	K203-T1	50
E	5	sample	K203-T2	10
E	6	sample	K203-T2	10
E	7	sample	K203-T2	50
E	8	sample	K203-T2	50
E	9	sample	K203-T0	10
E	10	sample	K203-T0	10
E	11	sample	K203-T0	50
E	12	sample	K203-T0	50
F	1	sample	K207-T2	10
F	2	sample	K207-T2	10
F	3	sample	K207-T2	50
F	4	sample	K207-T2	50
F	5	sample	K207-T0	10
F	6	sample	K207-T0	10
F	7	sample	K207-T0	50
F	8	sample	K207-T0	50
F	9	sample	K207-T1	10
F	10	sample	K207-T1	10
F	11	sample	K207-T1	50
F	12	sample	K207-T1	50
G	1	sample	WB	10
G	2	sample	WB	10
G	3	sample	1846+10%WB	10
G	4	sample	1846+10%WB	10
G	5	sample	1846+1%WB	10
G	6	sample	1846+1%WB	10
G	7	sample	1846+0.1%WB	10
G	8	sample	1846+0.1%WB	10
G	9	sample	1846+0.01%WB	10
G	10	sample	1846+0.01%WB	10
G	11	sample	1846+EDTA	10
G	12	sample	1846+EDTA	10
H	1	sample	v1187.3	100
H	2	sample	v1187.3	100
H	3	sample	1859+10%WB	10
H	4	sample	1859+10%WB	10
H	5	sample	1859+1%WB	10
H	6	sample	1859+1%WB	10
H	7	sample	1859+0.1%WB	10
H	8	sample	1859+0.1%WB	10
H	9	sample	1859+0.01%WB	10
H	10	sample	1859+0.01%WB	10
H	11	sample	1859+EDTA	10
H	12	sample	1859+EDTA	10
