row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	standard	1	1
A	8	standard	2	1
A	9	standard	4	1
A	10	standard	5	1
A	11	standard	10	1
A	12	standard	20	1
B	1	sample	14-286	10
B	2	sample	14-286	10
B	3	sample	14-286	50
B	4	sample	14-286	50
B	5	sample	14-300	10
B	6	sample	14-300	10
B	7	sample	14-300	50
B	8	sample	14-300	50
B	9	sample	15-184	10
B	10	sample	15-184	10
B	11	sample	15-184	50
B	12	sample	15-184	50
C	1	sample	15-302	10
C	2	sample	15-302	10
C	3	sample	15-302	50
C	4	sample	15-302	50
C	5	sample	15-307	10
C	6	sample	15-307	10
C	7	sample	15-307	50
C	8	sample	15-307	50
C	9	sample	15-328	10
C	10	sample	15-328	10
C	11	sample	15-328	50
C	12	sample	15-328	50
D	1	sample	15-385	10
D	2	sample	15-385	10
D	3	sample	15-385	50
D	4	sample	15-385	50
D	5	sample	15-406	10
D	6	sample	15-406	10
D	7	sample	15-406	50
D	8	sample	15-406	50
D	9	sample	15-422	10
D	10	sample	15-422	10
D	11	sample	15-422	50
D	12	sample	15-422	50
E	1	sample	15-446	10
E	2	sample	15-446	10
E	3	sample	15-446	50
E	4	sample	15-446	50
E	5	sample	16-001	10
E	6	sample	16-001	10
E	7	sample	16-001	50
E	8	sample	16-001	50
E	9	sample	16-097	10
E	10	sample	16-097	10
E	11	sample	16-097	50
E	12	sample	16-097	50
F	1	sample	16-226	10
F	2	sample	16-226	10
F	3	sample	16-226	50
F	4	sample	16-226	50
F	5	sample	16-314	10
F	6	sample	16-314	10
F	7	sample	16-314	50
F	8	sample	16-314	50
F	9	sample	16-324	10
F	10	sample	16-324	10
F	11	sample	16-324	50
F	12	sample	16-324	50
G	1	sample	16-403	10
G	2	sample	16-403	10
G	3	sample	16-403	50
G	4	sample	16-403	50
G	5	sample	v1187.3-new	10
G	6	sample	v1187.3-new	10
G	7	sample	v1187.3-new	20
G	8	sample	v1187.3-new	20
G	9	sample	v1187.3-new	50
G	10	sample	v1187.3-new	50
G	11	sample	v1187.3-new	100
G	12	sample	v1187.3-new	100
H	1	control	poscon hi	1
H	2	control	poscon lo	1
H	3	control	negcon	1
H	4	control	blocking	1
H	5	sample	165.2	10
H	6	sample	165.2	10
H	7	sample	165.2	20
H	8	sample	165.2	20
H	9	sample	165.2	50
H	10	sample	165.2	50
H	11	sample	165.2	100
H	12	sample	165.2	100
