row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	standard	1	1
A	8	standard	2	1
A	9	standard	4	1
A	10	standard	5	1
A	11	standard	10	1
A	12	standard	20	1
B	1	control	poscon hi	1
B	2	control	poscon lo	1
B	3	control	negcon	1
B	4			
B	5			
B	6	sample	v1205.6+C-IPC	50
B	7	sample	v1205.6+C-IPC	50
B	8	sample	v1205.6+C-IPC	50
B	9	sample	30AR	50
B	10	sample	30AR	50
B	11	sample	30AR	10
B	12	sample	30AR	10
C	1			
C	2	sample	31AR	50
C	3	sample	31AR	10
C	4	sample	31AR	10
C	5	sample	32A	50
C	6	sample	32A	50
C	7	sample	32A	10
C	8	sample	32A	10
C	9	sample	32B	50
C	10	sample	32B	50
C	11	sample	32B	10
C	12	sample	32B	10
D	1	sample	33A	50
D	2	sample	33A	50
D	3	sample	33A	10
D	4	sample	33A	10
D	5	sample	33B	50
D	6	sample	33B	50
D	7	sample	33B	10
D	8	sample	33B	10
D	9	sample	34A	50
D	10	sample	34A	50
D	11	sample	34A	10
D	12	sample	34A	10
E	1	sample	35AR	50
E	2	sample	35AR	50
E	3	sample	35AR	10
E	4	sample	35AR	10
E	5	sample	36AR	50
E	6	sample	36AR	50
E	7	sample	36AR	10
E	8	sample	36AR	10
E	9	sample	37A	50
E	10	sample	37A	50
E	11	sample	37A	10
E	12	sample	37A	10
F	1	sample	38AR	50
F	2	sample	38AR	50
F	3	sample	38AR	10
F	4	sample	38AR	10
F	5	sample	39A	50
F	6	sample	39A	50
F	7	sample	39A	10
F	8	sample	39A	10
F	9	sample	40A	50
F	10	sample	40A	50
F	11	sample	40A	10
F	12	sample	40A	10
G	1	sample	41A	50
G	2	sample	41A	50
G	3	sample	41A	10
G	4	sample	41A	10
G	5	sample	42A	50
G	6	sample	42A	50
G	7	sample	42A	10
G	8	sample	42A	10
G	9	sample	42BR	50
G	10	sample	42BR	50
G	11	sample	42BR	10
G	12	sample	42BR	10
H	1	sample	43A	50
H	2	sample	43A	50
H	3	sample	43A	10
H	4	sample	43A	10
H	5	sample	43BR	50
H	6	sample	43BR	50
H	7	sample	43BR	10
H	8	sample	43BR	10
H	9	sample	44A	50
H	10	sample	44A	50
H	11	sample	44A	10
H	12	sample	44A	10
