row	col	stype	detail	dilution
A	1	standard	20	1
A	2	standard	10	1
A	3	standard	5	1
A	4	standard	4	1
A	5	standard	2	1
A	6	standard	1	1
A	7	standard	20	1
A	8	standard	10	1
A	9	standard	5	1
A	10	standard	4	1
A	11	standard	2	1
A	12	standard	1	1
B	1	sample	K101-T0	10
B	2	sample	K101-T0	10
B	3	sample	K101-T0	50
B	4	sample	K101-T0	50
B	5	sample	K101-T1	10
B	6	sample	K101-T1	10
B	7	sample	K101-T1	50
B	8	sample	K101-T1	50
B	9	sample	K101-T2	10
B	10	sample	K101-T2	10
B	11	sample	K101-T2	50
B	12	sample	K101-T2	50
C	1	sample	K103-T2	10
C	2	sample	K103-T2	10
C	3	sample	K103-T2	50
C	4	sample	K103-T2	50
C	5	sample	K103-T0	10
C	6	sample	K103-T0	10
C	7	sample	K103-T0	50
C	8	sample	K103-T0	50
C	9	sample	K103-T1	10
C	10	sample	K103-T1	10
C	11	sample	K103-T1	50
C	12	sample	K103-T1	50
D	1	sample	K104-T1	10
D	2	sample	K104-T1	10
D	3	sample	K104-T1	50
D	4	sample	K104-T1	50
D	5	sample	K104-T2	10
D	6	sample	K104-T2	10
D	7	sample	K104-T2	50
D	8	sample	K104-T2	50
D	9	sample	K104-T0	10
D	10	sample	K104-T0	10
D	11	sample	K104-T0	50
D	12	sample	K104-T0	50
E	1	sample	K106-T0	10
E	2	sample	K106-T0	10
E	3	sample	K106-T0	50
E	4	sample	K106-T0	50
E	5	sample	K106-T1	10
E	6	sample	K106-T1	10
E	7	sample	K106-T1	50
E	8	sample	K106-T1	50
E	9	sample	K106-T2	10
E	10	sample	K106-T2	10
E	11	sample	K106-T2	50
E	12	sample	K106-T2	50
F	1	sample	K201-T2	10
F	2	sample	K201-T2	10
F	3	sample	K201-T2	50
F	4	sample	K201-T2	50
F	5	sample	K201-T0	10
F	6	sample	K201-T0	10
F	7	sample	K201-T0	50
F	8	sample	K201-T0	50
F	9	sample	K201-T1	10
F	10	sample	K201-T1	10
F	11	sample	K201-T1	50
F	12	sample	K201-T1	50
G	1	sample	K105-T0	10
G	2	sample	K105-T0	10
G	3	sample	K105-T0	50
G	4	sample	K105-T0	50
G	5	sample	K105-T1	10
G	6	sample	K105-T1	10
G	7	sample	K105-T1	50
G	8	sample	K105-T1	50
G	9	sample	K206-T0	10
G	10	sample	K206-T0	10
G	11	sample	K206-T0	50
G	12	sample	K206-T0	50
H	1	sample	K206-T1	10
H	2	sample	K206-T1	10
H	3	sample	K206-T1	50
H	4	sample	K206-T1	50
H	5	control	poscon hi	1
H	6	control	poscon lo	1
H	7	control	negcon	1
H	8	control	blocking	1
H	9	sample	v1187.3	100
H	10	sample	v1187.3	100
H	11	sample	v1187.3	100
H	12	sample	v1187.3	100
