row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	control	poscon hi	1
A	8	control	poscon lo	1
B	1	standard	1	1
B	2	standard	2	1
B	3	standard	4	1
B	4	standard	5	1
B	5	standard	10	1
B	6	standard	20	1
B	7	control	negcon	1
B	8	control	blocking	1
C	1	sample	v1205.6+C-IPC	50
C	2	sample	v1205.6+C-IPC	50
C	3	sample	v1205.6+C-IPC	50
C	4	sample	v1205.6+C-IPC	50
C	5	sample	45A	50
C	6	sample	45A	50
C	7	sample	45A	10
C	8	sample	45A	10
D	1	sample	46A	50
D	2	sample	46A	50
D	3	sample	46A	10
D	4	sample	46A	10
D	5	sample	46B	50
D	6	sample	46B	50
D	7	sample	46B	10
D	8	sample	46B	10
E	1	sample	46C	50
E	2	sample	46C	50
E	3	sample	46C	10
E	4	sample	46C	10
E	5	sample	46D	50
E	6	sample	46D	50
E	7	sample	46D	10
E	8	sample	46D	10
F	1	sample	47A	50
F	2	sample	47A	50
F	3	sample	47A	10
F	4	sample	47A	10
F	5	sample	48A	50
F	6	sample	48A	50
F	7	sample	48A	10
F	8	sample	48A	10
G	1	sample	49A	50
G	2	sample	49A	50
G	3	sample	49A	10
G	4	sample	49A	10
