row	col	stype	detail	dilution
A	1	control	poscon lo	1
A	2	control	blocking	1
A	3	sample	v1187.3-40uL-aliquot1	100
A	4	sample	v1187.3-40uL-aliquot1	100
A	5	sample	-edta-500	25
A	6	sample	-edta-500	25
B	1	control	poscon hi	1
B	2	control	negcon	1
B	3	sample	v1187.3-10uL-aliquot1	100
B	4	sample	v1187.3-10uL-aliquot1	100
B	5	sample	-edta-50	25
B	6	sample	-edta-50	25
C	1	standard	1	1
C	2	standard	1	1
C	3	sample	v1187.3-40uL-aliquot2	100
C	4	sample	v1187.3-40uL-aliquot2	100
C	5	sample	-edta-5	25
C	6	sample	-edta-5	25
D	1	standard	2	1
D	2	standard	2	1
D	3	sample	v1187.3-10uL-aliquot2	100
D	4	sample	v1187.3-10uL-aliquot2	100
D	5	sample	-pbs-only	25
D	6	sample	-pbs-only	25
E	1	standard	4	1
E	2	standard	4	1
E	3	sample	v1187.3-40uL-aliquot3	100
E	4	sample	v1187.3-40uL-aliquot3	100
E	5	sample	-neat	25
E	6	sample	-neat	25
F	1	standard	5	1
F	2	standard	5	1
F	3	sample	v1187.3-10uL-aliquot3	100
F	4	sample	v1187.3-10uL-aliquot3	100
F	5	sample	WB	5
F	6	sample	WB	5
G	1	standard	10	1
G	2	standard	10	1
G	3	sample	v1187.3-40uL-aliquot4	100
G	4	sample	v1187.3-40uL-aliquot4	100
G	5	sample	WB	2
G	6	sample	WB	2
H	1	standard	20	1
H	2	standard	20	1
H	3	sample	v1187.3-10uL-aliquot4	100
H	4	sample	v1187.3-10uL-aliquot4	100
H	5	sample	WB	1
H	6	sample	WB	1
