row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	standard	1	1
A	8	standard	2	1
A	9	standard	4	1
A	10	standard	5	1
A	11	standard	10	1
A	12	standard	20	1
B	1	sample	v1209.2-chaps-pre	50
B	2	sample	v1209.2-chaps-pre	50
B	3	sample	v1209.2-chaps-pre	50
B	4	sample	v1209.2-chaps-pre	50
B	5	sample	v1209.2-chaps-pre	50
B	6	sample	v1209.2-chaps-pre	50
B	7	sample	v1209.2-chaps-pre	50
B	8	sample	v1209.2-chaps-pre	50
B	9	control	poscon hi	1
B	10	control	poscon lo	1
B	11	control	negcon	1
B	12	control	blocking	1
C	1	sample	RES-11	100
C	2	sample	RES-11	100
C	3	sample	RES-11	1000
C	4	sample	RES-11	1000
C	5	sample	RES-11	10000
C	6	sample	RES-11	10000
C	7	sample	RES-11	100000
C	8	sample	RES-11	100000
C	9	sample	RES-12	100
C	10	sample	RES-12	100
C	11	sample	RES-12	1000
C	12	sample	RES-12	1000
D	1	sample	RES-12	10000
D	2	sample	RES-12	10000
D	3	sample	RES-12	100000
D	4	sample	RES-12	100000
D	5	sample	WB	10
D	6	sample	WB	10
D	7	sample	RBC1	10
D	8	sample	RBC1	10
D	9	sample	RBC2	10
D	10	sample	RBC2	10
D	11	sample	RBC3	10
D	12	sample	RBC3	10
E	1	sample	BUF1	10
E	2	sample	BUF1	10
E	3	sample	BUF2	10
E	4	sample	BUF2	10
E	5	sample	BUF3	10
E	6	sample	BUF3	10
E	7	sample	PL1	10
E	8	sample	PL1	10
E	9	sample	PL2	10
E	10	sample	PL2	10
E	11	sample	PL3	10
E	12	sample	PL3	10
F	1	sample	v1238.5-without	50
F	2	sample	v1238.5-without	50
F	3	sample	v1238.5-chaps-post	50
F	4	sample	v1238.5-chaps-post	50
F	5	sample	v1224.7-without	50
F	6	sample	v1224.7-without	50
F	7	sample	v1224.7-chaps-post	50
F	8	sample	v1224.7-chaps-post	50
F	9	sample	v1208.1-without	50
F	10	sample	v1208.1-without	50
F	11	sample	v1208.1-chaps-post	50
F	12	sample	v1208.1-chaps-post	50
G	1	sample	v1205.6-without	50
G	2	sample	v1205.6-without	50
G	3	sample	v1205.6-chaps-post	50
G	4	sample	v1205.6-chaps-post	50
G	5	sample	v1234.1-without	50
G	6	sample	v1234.1-without	50
G	7	sample	v1234.1-chaps-post	50
G	8	sample	v1234.1-chaps-post	50
G	9	sample	v1202.1-without	10
G	10	sample	v1202.1-without	10
G	11	sample	v1202.1-chaps-post	10
G	12	sample	v1202.1-chaps-post	10
H	1	sample	165.2-without	50
H	2	sample	165.2-without	50
H	3	sample	165.2-chaps-post	50
H	4	sample	165.2-chaps-post	50
H	5	sample	165.2-chaps-pre	50
H	6	sample	165.2-chaps-pre	50
H	7	sample	v1209.2-chaps-pre	50
H	8	sample	v1209.2-chaps-pre	50
H	9	sample	v1209.2-chaps-pre	50
H	10	sample	v1209.2-chaps-pre	50
H	11	sample	v1209.2-chaps-pre	50
H	12	sample	v1209.2-chaps-pre	50
