row	col	stype	detail	dilution
A	1	standard	20	
A	2	standard	10	
A	3	standard	5	
A	4	standard	4	
A	5	standard	2	
A	6	standard	1	
A	7	standard	20	
A	8	standard	10	
A	9	standard	5	
A	10	standard	4	
A	11	standard	2	
A	12	standard	1	
B	1	sample	1839	25
B	2	sample	1839	25
B	3	sample	1839	50
B	4	sample	1839	50
B	5	sample	1843	25
B	6	sample	1843	25
B	7	sample	1843	50
B	8	sample	1843	50
B	9	sample	1846	25
B	10	sample	1846	25
B	11	sample	1846	50
B	12	sample	1846	50
C	1	sample	1847	25
C	2	sample	1847	25
C	3	sample	1847	50
C	4	sample	1847	50
C	5	sample	1850	25
C	6	sample	1850	25
C	7	sample	1850	50
C	8	sample	1850	50
C	9	sample	1857	25
C	10	sample	1857	25
C	11	sample	1857	50
C	12	sample	1857	50
D	1	sample	1859	25
D	2	sample	1859	25
D	3	sample	1859	50
D	4	sample	1859	50
D	5	sample	1867	25
D	6	sample	1867	25
D	7	sample	1867	50
D	8	sample	1867	50
D	9	sample	1868	25
D	10	sample	1868	25
D	11	sample	1868	50
D	12	sample	1868	50
E	1	sample	1895	25
E	2	sample	1895	25
E	3	sample	1895	50
E	4	sample	1895	50
E	5	sample	1906	25
E	6	sample	1906	25
E	7	sample	1906	50
E	8	sample	1906	50
E	9	sample	1907	25
E	10	sample	1907	25
E	11	sample	1907	50
E	12	sample	1907	50
F	1	sample	1921	25
F	2	sample	1921	25
F	3	sample	1921	50
F	4	sample	1921	50
F	5	sample	1922	25
F	6	sample	1922	25
F	7	sample	1922	50
F	8	sample	1922	50
F	9	sample	1928	25
F	10	sample	1928	25
F	11	sample	1928	50
F	12	sample	1928	50
G	1	sample	1945	25
G	2	sample	1945	25
G	3	sample	1945	50
G	4	sample	1945	50
G	5	sample	1946	25
G	6	sample	1946	25
G	7	sample	1946	50
G	8	sample	1946	50
G	9	sample	1948	25
G	10	sample	1948	25
G	11	sample	1948	50
G	12	sample	1948	50
H	1	sample	1952	25
H	2	sample	1952	25
H	3	sample	1952	50
H	4	sample	1952	50
H	5	sample	1953	25
H	6	sample	1953	25
H	7	sample	1953	50
H	8	sample	1953	50
H	9	control	poscon hi	
H	10	control	poscon hi	
H	11	control	poscon lo	
H	12	control	negcon	
