row	col	stype	detail	dilution
A	1	control	poscon lo	1
A	2	control	negcon	1
A	3	sample	165.2-control-1	25
A	4	sample	165.2-control-1	25
A	5	sample	165.2-control-3	25
A	6	sample	165.2-control-3	25
B	1	control	poscon hi	1
B	2	control	blocking-chaps	1
B	3	sample	165.2-1%-WB-1	25
B	4	sample	165.2-1%-WB-1	25
B	5	sample	165.2-0.01%-WB-2	25
B	6	sample	165.2-0.01%-WB-2	25
C	1	standard	1	1
C	2	standard	1	1
C	3	sample	165.2-0.1%-WB-1	25
C	4	sample	165.2-0.1%-WB-1	25
C	5	sample	165.2-0.1%-WB-2	25
C	6	sample	165.2-0.1%-WB-2	25
D	1	standard	2	1
D	2	standard	2	1
D	3	sample	165.2-0.01%-WB-1	25
D	4	sample	165.2-0.01%-WB-1	25
D	5	sample	165.2-1%-WB-2	25
D	6	sample	165.2-1%-WB-2	25
E	1	standard	4	1
E	2	standard	4	1
E	3	sample	165.2-50uM-EDTA-1	25
E	4	sample	165.2-50uM-EDTA-1	25
E	5	sample	165.2-500nM-EDTA-2	25
E	6	sample	165.2-500nM-EDTA-2	25
F	1	standard	5	1
F	2	standard	5	1
F	3	sample	165.2-5uM-EDTA-1	25
F	4	sample	165.2-5uM-EDTA-1	25
F	5	sample	165.2-5uM-EDTA-2	25
F	6	sample	165.2-5uM-EDTA-2	25
G	1	standard	10	1
G	2	standard	10	1
G	3	sample	165.2-500nM-EDTA-1	25
G	4	sample	165.2-500nM-EDTA-1	25
G	5	sample	165.2-50uM-EDTA-2	25
G	6	sample	165.2-50uM-EDTA-2	25
H	1	standard	20	1
H	2	standard	20	1
H	3	sample	165.2-control-2	25
H	4	sample	165.2-control-2	25
H	5	sample	165.2-control-4	25
H	6	sample	165.2-control-4	25
