row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	control	poscon hi	1
A	8	control	poscon lo	1
A	9	control	negcon	1
A	10	control	blocking	1
A	11	sample	v1205.6+C-IPC	50
A	12	sample	v1205.6+C-IPC	50
B	1	sample	IZ_2071	50
B	2	sample	IZ_2071	50
B	3	sample	IZ_2071	10
B	4	sample	IZ_2071	10
B	5	sample	IZ_1287	50
B	6	sample	IZ_1287	50
B	7	sample	IZ_1287	10
B	8	sample	IZ_1287	10
B	9	sample	IZ_2114	50
B	10	sample	IZ_2114	50
B	11	sample	IZ_2114	10
B	12	sample	IZ_2114	10
C	1	sample	IZ_1681	50
C	2	sample	IZ_1681	50
C	3	sample	IZ_1681	10
C	4	sample	IZ_1681	10
C	5	sample	IZ_1740	50
C	6	sample	IZ_1740	50
C	7	sample	IZ_1740	10
C	8	sample	IZ_1740	10
C	9	sample	IZ_396	50
C	10	sample	IZ_396	50
C	11	sample	IZ_396	10
C	12	sample	IZ_396	10
D	1	sample	IZ_45	50
D	2	sample	IZ_45	50
D	3	sample	IZ_45	10
D	4	sample	IZ_45	10
D	5	sample	IZ_2337	50
D	6	sample	IZ_2337	50
D	7	sample	IZ_2337	10
D	8	sample	IZ_2337	10
D	9	sample	IZ_2166	50
D	10	sample	IZ_2166	50
D	11	sample	IZ_2166	10
D	12	sample	IZ_2166	10
E	1	sample	IZ_2736	50
E	2	sample	IZ_2736	50
E	3	sample	IZ_2736	10
E	4	sample	IZ_2736	10
E	5	sample	IZ_1993	50
E	6	sample	IZ_1993	50
E	7	sample	IZ_1993	10
E	8	sample	IZ_1993	10
E	9	sample	IZ_2035	50
E	10	sample	IZ_2035	50
E	11	sample	IZ_2035	10
E	12	sample	IZ_2035	10
F	1	sample	IZ_28	50
F	2	sample	IZ_28	50
F	3	sample	IZ_28	10
F	4	sample	IZ_28	10
F	5	sample	IZ_2178	50
F	6	sample	IZ_2178	50
F	7	sample	IZ_2178	10
F	8	sample	IZ_2178	10
F	9	sample	IZ_4319	50
F	10	sample	IZ_4319	50
F	11	sample	IZ_4319	10
F	12	sample	IZ_4319	10
G	1	sample	IZ_2923	50
G	2	sample	IZ_2923	50
G	3	sample	IZ_2923	10
G	4	sample	IZ_2923	10
G	5	sample	IZ_4272	50
G	6	sample	IZ_4272	50
G	7	sample	IZ_4272	10
G	8	sample	IZ_4272	10
G	9	sample	IZ_3916	50
G	10	sample	IZ_3916	50
G	11	sample	IZ_3916	10
G	12	sample	IZ_3916	10
H	1	sample	IZ_4383	50
H	2	sample	IZ_4383	50
H	3	sample	IZ_4383	10
H	4	sample	IZ_4383	10
H	5	sample	v1205.6+C-IPC	50
H	6	sample	v1205.6+C-IPC	50
H	7	standard	1	1
H	8	standard	2	1
H	9	standard	4	1
H	10	standard	5	1
H	11	standard	10	1
H	12	standard	20	1
