row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	standard	1	1
A	8	standard	2	1
A	9	standard	4	1
A	10	standard	5	1
A	11	standard	10	1
A	12	standard	20	1
B	1	control	poscon hi	1
B	2	control	poscon lo	1
B	3	control	negcon	1
B	4	control	blocking	1
B	5	sample	v1205.6+C-IPC	50
B	6	sample	v1205.6+C-IPC	50
B	7	sample	v1205.6+C-IPC	50
B	8	sample	v1205.6+C-IPC	50
B	9	sample	18A	50
B	10	sample	18A	50
B	11	sample	18A	10
B	12	sample	18A	10
C	1	sample	19A	50
C	2	sample	19A	50
C	3	sample	19A	10
C	4	sample	19A	10
C	5	sample	20A	50
C	6	sample	20A	50
C	7	sample	20A	10
C	8	sample	20A	10
C	9	sample	21A	50
C	10	sample	21A	50
C	11	sample	21A	10
C	12	sample	21A	10
D	1	sample	22A	50
D	2	sample	22A	50
D	3	sample	22A	10
D	4	sample	22A	10
D	5	sample	22B	50
D	6	sample	22B	50
D	7	sample	22B	10
D	8	sample	22B	10
D	9	sample	23AR	50
D	10	sample	23AR	50
D	11	sample	23AR	10
D	12	sample	23AR	10
E	1	sample	24A	50
E	2	sample	24A	50
E	3	sample	24A	10
E	4	sample	24A	10
E	5	sample	25A	50
E	6	sample	25A	50
E	7	sample	25A	10
E	8	sample	25A	10
E	9	sample	26A	50
E	10	sample	26A	50
E	11	sample	26A	10
E	12	sample	26A	10
F	1	sample	27AR	50
F	2	sample	27AR	50
F	3	sample	27AR	10
F	4	sample	27AR	10
F	5	sample	27B	50
F	6	sample	27B	50
F	7	sample	27B	10
F	8	sample	27B	10
F	9	sample	27C	50
F	10	sample	27C	50
F	11	sample	27C	10
F	12	sample	27C	10
G	1	sample	27D	50
G	2	sample	27D	50
G	3	sample	27D	10
G	4	sample	27D	10
G	5	sample	27ER	50
G	6	sample	27ER	50
G	7	sample	27ER	10
G	8	sample	27ER	10
G	9	sample	28A	50
G	10	sample	28A	50
G	11	sample	28A	10
G	12	sample	28A	10
H	1	sample	29A	50
H	2	sample	29A	50
H	3	sample	29A	10
H	4	sample	29A	10
H	5	sample	29BR	50
H	6	sample	29BR	50
H	7	sample	29BR	10
H	8	sample	29BR	10
H	9	sample	29C	50
H	10	sample	29C	50
H	11	sample	29C	10
H	12	sample	29C	10
