row	col	stype	detail	dilution
A	1	control	poscon lo	1
A	2	control	blocking-tween	1
A	3	sample	v1208.1-noTx-water-1	50
A	4	sample	v1208.1-noTx-water-1	50
A	5	sample	v1208.1-noTx-CHAPS-3	50
A	6	sample	v1208.1-noTx-CHAPS-3	50
A	7	sample	v1208.1-3xTx-CHAPS-2	50
B	1	control	poscon hi	1
B	2	control	blocking-chaps	1
B	3	sample	v1208.1-noTx-water-2	50
B	4	sample	v1208.1-noTx-water-2	50
B	5	sample	v1208.1-3xTx-water-1	50
B	6	sample	v1208.1-3xTx-water-1	50
B	7	sample	v1208.1-3xTx-CHAPS-2	50
C	1	standard	1	1
C	2	standard	1	1
C	3	sample	v1208.1-noTx-water-3	50
C	4	sample	v1208.1-noTx-water-3	50
C	5	sample	v1208.1-3xTx-water-2	50
C	6	sample	v1208.1-3xTx-water-2	50
C	7	sample	v1208.1-3xTx-CHAPS-3	50
D	1	standard	2	1
D	2	standard	2	1
D	3	sample	v1208.1-noTx-Tween-1	50
D	4	sample	v1208.1-noTx-Tween-1	50
D	5	sample	v1208.1-3xTx-water-3	50
D	6	sample	v1208.1-3xTx-water-3	50
D	7	sample	v1208.1-3xTx-CHAPS-3	50
E	1	standard	4	1
E	2	standard	4	1
E	3	sample	v1208.1-noTx-Tween-2	50
E	4	sample	v1208.1-noTx-Tween-2	50
E	5	sample	v1208.1-3xTx-Tween-1	50
E	6	sample	v1208.1-3xTx-Tween-1	50
E	7	sample	v1187.3-Tweenblock	100
F	1	standard	5	1
F	2	standard	5	1
F	3	sample	v1208.1-noTx-Tween-3	50
F	4	sample	v1208.1-noTx-Tween-3	50
F	5	sample	v1208.1-3xTx-Tween-2	50
F	6	sample	v1208.1-3xTx-Tween-2	50
F	7	sample	v1187.3-Tweenblock	100
G	1	standard	10	1
G	2	standard	10	1
G	3	sample	v1208.1-noTx-CHAPS-1	50
G	4	sample	v1208.1-noTx-CHAPS-1	50
G	5	sample	v1208.1-3xTx-Tween-3	50
G	6	sample	v1208.1-3xTx-Tween-3	50
G	7	sample	v1187.3-CHAPSblock	100
H	1	standard	20	1
H	2	standard	20	1
H	3	sample	v1208.1-noTx-CHAPS-2	50
H	4	sample	v1208.1-noTx-CHAPS-2	50
H	5	sample	v1208.1-3xTx-CHAPS-1	50
H	6	sample	v1208.1-3xTx-CHAPS-1	50
H	7	sample	v1187.3-CHAPSblock	100
