row	col	stype	detail	dilution
A	1	standard	20	1
A	2	standard	10	1
A	3	standard	5	1
A	4	standard	4	1
A	5	standard	2	1
A	6	standard	1	1
A	7	standard	20	1
A	8	standard	10	1
A	9	standard	5	1
A	10	standard	4	1
A	11	standard	2	1
A	12	standard	1	1
B	1	sample	control-1	12
B	2	sample	control-1	12
B	3	sample	control-2	12
B	4	sample	control-2	12
B	5	sample	Tx1x-1	12
B	6	sample	Tx1x-1	12
B	7	sample	Tx1x-2	12
B	8	sample	Tx1x-2	12
B	9	sample	Tx1x-3	12
B	10	sample	Tx1x-3	12
B	11	sample	Tx1x-4	12
B	12	sample	Tx1x-4	12
C	1	sample	control-3	12
C	2	sample	control-3	12
C	3	sample	control-4	12
C	4	sample	control-4	12
C	5	sample	Tx2x-1	12
C	6	sample	Tx2x-1	12
C	7	sample	Tx2x-2	12
C	8	sample	Tx2x-2	12
C	9	sample	Tx2x-3	12
C	10	sample	Tx2x-3	12
C	11	sample	Tx2x-4	12
C	12	sample	Tx2x-4	12
D	1	sample	small10uL-1	12
D	2			
D	3	sample	large80uL-1	12
D	4	sample	large80uL-1	12
D	5	sample	Tx3x-1	12
D	6	sample	Tx3x-1	12
D	7	sample	Tx3x-2	12
D	8	sample	Tx3x-2	12
D	9	sample	Tx3x-3	12
D	10	sample	Tx3x-3	12
D	11	sample	Tx3x-4	12
D	12	sample	Tx3x-4	12
E	1	sample	small10uL-2	12
E	2			
E	3	sample	large80uL-2	12
E	4	sample	large80uL-2	12
E	5	sample	small10uL-3	12
E	6			
E	7	sample	large80uL-3	12
E	8	sample	large80uL-3	12
E	9	sample	small10uL-4	12
E	10			
E	11	sample	large80uL-4	12
E	12	sample	large80uL-4	12
F	1	sample	tip5x-1	12
F	2	sample	tip5x-1	12
F	3	sample	tip5x-2	12
F	4	sample	tip5x-2	12
F	5	sample	tip5x-3	12
F	6	sample	tip5x-3	12
F	7	sample	tip5x-4	12
F	8	sample	tip5x-4	12
F	9	sample	RT24h-1	12
F	10	sample	RT24h-1	12
F	11	sample	RT24h-2	12
F	12	sample	RT24h-2	12
G	1	sample	RT24h-3	12
G	2	sample	RT24h-3	12
G	3	sample	RT24h-4	12
G	4	sample	RT24h-4	12
G	5	sample	FT3x-1	12
G	6	sample	FT3x-1	12
G	7	sample	FT3x-2	12
G	8	sample	FT3x-2	12
G	9	sample	FT3x-3	12
G	10	sample	FT3x-3	12
G	11	sample	FT3x-4	12
G	12	sample	FT3x-4	12
H	1	sample	control-5	12
H	2	sample	control-5	12
H	3	sample	control-6	12
H	4	sample	control-6	12
H	5	sample	control-7	12
H	6	sample	control-7	12
H	7	sample	v1205.6+C-IPC	50
H	8	sample	v1205.6+C-IPC	50
H	9	control	poscon hi	1
H	10	control	poscon lo	1
H	11	control	blocking	1
H	12	control	negcon	1
