row	col	stype	detail	dilution
A	1	control	poscon lo	1
A	2	control	negcon	1
A	3	sample	v1209.2	50
A	4	sample	v1209.2	50
A	5	sample	v1205.6+PrP5-1ng/mL	100
B	1	control	poscon hi	1
B	2	control	blocking	1
B	3	sample	v1202.1+PrP5-0ng/mL	25
B	4	sample	v1202.1+PrP5-0ng/mL	25
B	5	sample	v1205.6+PrP5-1ng/mL	100
C	1	standard	1	1
C	2	standard	1	1
C	3	sample	v1202.1+PrP5-0.5ng/mL	25
C	4	sample	v1202.1+PrP5-0.5ng/mL	25
C	5	sample	v1205.6+PrP5-2ng/mL	100
D	1	standard	2	1
D	2	standard	2	1
D	3	sample	v1202.1+PrP5-1ng/mL	25
D	4	sample	v1202.1+PrP5-1ng/mL	25
D	5	sample	v1205.6+PrP5-2ng/mL	100
E	1	standard	4	1
E	2	standard	4	1
E	3	sample	v1202.1+PrP5-2ng/mL	25
E	4	sample	v1202.1+PrP5-2ng/mL	25
E	5	sample	v1205.6+PrP5-3ng/mL	100
F	1	standard	5	1
F	2	standard	5	1
F	3	sample	v1202.1+PrP5-3ng/mL	25
F	4	sample	v1202.1+PrP5-3ng/mL	25
F	5	sample	v1205.6+PrP5-3ng/mL	100
G	1	standard	10	1
G	2	standard	10	1
G	3	sample	v1205.6+PrP5-0ng/mL	100
G	4	sample	v1205.6+PrP5-0ng/mL	100
G	5	sample	v1209.2	50
H	1	standard	20	1
H	2	standard	20	1
H	3	sample	v1205.6+PrP5-0.5ng/mL	100
H	4	sample	v1205.6+PrP5-0.5ng/mL	100
H	5	sample	v1209.2	50
