row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	sample	v1205.6+C-IPC	50
A	8	sample	v1205.6+C-IPC	50
B	1	control	poscon hi	1
B	2	control	poscon lo	1
B	3	control	negcon	1
B	4	control	blocking	1
B	5	sample	IZ_1168	50
B	6	sample	IZ_1168	50
B	7	sample	IZ_1168	10
B	8	sample	IZ_1168	10
C	1	sample	IZ_4296	50
C	2	sample	IZ_4296	50
C	3	sample	IZ_4296	10
C	4	sample	IZ_4296	10
C	5	sample	IZ_408	50
C	6	sample	IZ_408	50
C	7	sample	IZ_408	10
C	8	sample	IZ_408	10
D	1	sample	IZ_4254	50
D	2	sample	IZ_4254	50
D	3	sample	IZ_4254	10
D	4	sample	IZ_4254	10
D	5	sample	IZ_3498	50
D	6	sample	IZ_3498	50
D	7	sample	IZ_3498	10
D	8	sample	IZ_3498	10
E	1	sample	IZ_711	50
E	2	sample	IZ_711	50
E	3	sample	IZ_711	10
E	4	sample	IZ_711	10
E	5	sample	IZ_2161	50
E	6	sample	IZ_2161	50
E	7	sample	IZ_2161	10
E	8	sample	IZ_2161	10
F	1	sample	IZ_3304	50
F	2	sample	IZ_3304	50
F	3	sample	IZ_3304	10
F	4	sample	IZ_3304	10
F	5	sample	IZ_1233	50
F	6	sample	IZ_1233	50
F	7	sample	IZ_1233	10
F	8	sample	IZ_1233	10
G	1	sample	IZ_690	50
G	2	sample	IZ_690	50
G	3	sample	IZ_690	10
G	4	sample	IZ_690	10
G	5	control	poscon hi	1
G	6	control	poscon lo	1
G	7	control	negcon	1
G	8	control	blocking	1
H	1	sample	v1205.6+C-IPC	50
H	2	sample	v1205.6+C-IPC	50
H	3	standard	1	1
H	4	standard	2	1
H	5	standard	4	1
H	6	standard	5	1
H	7	standard	10	1
H	8	standard	20	1
