row	col	stype	detail	dilution
A	1	standard	20	1
A	2	standard	10	1
A	3	standard	5	1
A	4	standard	4	1
A	5	standard	2	1
A	6	standard	1	1
A	7	control	poscon hi	1
A	8	control	poscon lo	1
A	9	control	blocking	1
A	10	control	negcon	1
A	11	sample	v1205.6+C-IPC	50
A	12	sample	v1205.6+C-IPC	50
B	1	standard	20	1
B	2	standard	10	1
B	3	standard	5	1
B	4	standard	4	1
B	5	standard	1	1
B	6	standard	2	1
B	7	sample	165.2+PBS-Tx0x-1	20
B	8	sample	165.2+PBS-Tx0x-1	20
B	9	sample	165.2+PBS-Tx0x-2	20
B	10	sample	165.2+PBS-Tx0x-2	20
B	11	sample	165.2+PBS-Tx0x-3	20
B	12	sample	165.2+PBS-Tx0x-3	20
C	1	sample	165.2+PBS-Tx0x-4	20
C	2	sample	165.2+PBS-Tx0x-4	20
C	3	sample	165.2+PBS-Tx1x-1	20
C	4	sample	165.2+PBS-Tx1x-1	20
C	5	sample	165.2+PBS-Tx1x-2	20
C	6	sample	165.2+PBS-Tx1x-2	20
C	7	sample	165.2+PBS-Tx1x-3	20
C	8	sample	165.2+PBS-Tx1x-3	20
C	9	sample	165.2+PBS-Tx1x-4	20
C	10	sample	165.2+PBS-Tx1x-4	20
C	11	sample	165.2+PBS-Tx2x-1	20
C	12	sample	165.2+PBS-Tx2x-1	20
D	1	sample	165.2+PBS-Tx2x-2	20
D	2	sample	165.2+PBS-Tx2x-2	20
D	3	sample	165.2+PBS-Tx2x-3	20
D	4	sample	165.2+PBS-Tx2x-3	20
D	5	sample	165.2+PBS-Tx2x-4	20
D	6	sample	165.2+PBS-Tx2x-4	20
D	7	sample	165.2+PBS-Tx3x-1	20
D	8	sample	165.2+PBS-Tx3x-1	20
D	9	sample	165.2+PBS-Tx3x-2	20
D	10	sample	165.2+PBS-Tx3x-2	20
D	11	sample	165.2+PBS-Tx3x-3	20
D	12	sample	165.2+PBS-Tx3x-3	20
E	1	sample	165.2+PBS-Tx3x-4	20
E	2	sample	165.2+PBS-Tx3x-4	20
E	3	sample	165.2+BSA1mg/mL-Tx0x-1	20
E	4	sample	165.2+BSA1mg/mL-Tx0x-1	20
E	5	sample	165.2+BSA1mg/mL-Tx0x-2	20
E	6	sample	165.2+BSA1mg/mL-Tx0x-2	20
E	7	sample	165.2+BSA1mg/mL-Tx0x-3	20
E	8	sample	165.2+BSA1mg/mL-Tx0x-3	20
E	9	sample	165.2+BSA1mg/mL-Tx0x-4	20
E	10	sample	165.2+BSA1mg/mL-Tx0x-4	20
E	11	sample	165.2+BSA1mg/mL-Tx1x-1	20
E	12	sample	165.2+BSA1mg/mL-Tx1x-1	20
F	1	sample	165.2+BSA1mg/mL-Tx1x-2	20
F	2	sample	165.2+BSA1mg/mL-Tx1x-2	20
F	3	sample	165.2+BSA1mg/mL-Tx1x-3	20
F	4	sample	165.2+BSA1mg/mL-Tx1x-3	20
F	5	sample	165.2+BSA1mg/mL-Tx1x-4	20
F	6	sample	165.2+BSA1mg/mL-Tx1x-4	20
F	7	sample	165.2+BSA1mg/mL-Tx2x-1	20
F	8	sample	165.2+BSA1mg/mL-Tx2x-1	20
F	9	sample	165.2+BSA1mg/mL-Tx2x-2	20
F	10	sample	165.2+BSA1mg/mL-Tx2x-2	20
F	11	sample	165.2+BSA1mg/mL-Tx2x-3	20
F	12	sample	165.2+BSA1mg/mL-Tx2x-3	20
G	1	sample	165.2+BSA1mg/mL-Tx2x-4	20
G	2	sample	165.2+BSA1mg/mL-Tx2x-4	20
G	3	sample	165.2+BSA1mg/mL-Tx3x-1	20
G	4	sample	165.2+BSA1mg/mL-Tx3x-1	20
G	5	sample	165.2+BSA1mg/mL-Tx3x-2	20
G	6	sample	165.2+BSA1mg/mL-Tx3x-2	20
G	7	sample	165.2+BSA1mg/mL-Tx3x-3	20
G	8	sample	165.2+BSA1mg/mL-Tx3x-3	20
G	9	sample	165.2+BSA1mg/mL-Tx3x-4	20
G	10	sample	165.2+BSA1mg/mL-Tx3x-4	20
G	11	control	blocking	1
G	12	control	blocking	1
H	1	sample	v1224.6-nochaps	25
H	2	sample	v1224.6-nochaps	25
H	3	sample	v1224.6+chaps	25
H	4	sample	v1224.6+chaps	25
H	5	control	blocking	1
H	6	control	blocking	1
H	7	control	blocking	1
H	8	control	blocking	1
H	9	control	blocking	1
H	10	control	blocking	1
H	11	control	blocking	1
H	12	control	blocking	1
