row	col	stype	detail	dilution
A	1	sample	recomb-standard-20ng/mL	1
A	2	sample	recomb-standard-10ng/mL	1
A	3	sample	recomb-standard-5ng/mL	1
A	4	sample	recomb-standard-3ng/mL	1
A	5	sample	recomb-standard-2ng/mL	1
A	6	sample	recomb-standard-1ng/mL	1
A	7	sample	recomb-standard-0.5ng/mL	1
A	8	sample	recomb-standard-0.25ng/mL	1
A	9	sample	recomb-standard-0.125ng/mL	1
A	10	sample	recomb-standard-0ng/mL	1
A	11	control	poscon hi	1
A	12	control	poscon lo	1
B	1	sample	recomb-standard-20ng/mL	1
B	2	sample	recomb-standard-10ng/mL	1
B	3	sample	recomb-standard-5ng/mL	1
B	4	sample	recomb-standard-3ng/mL	1
B	5	sample	recomb-standard-2ng/mL	1
B	6	sample	recomb-standard-1ng/mL	1
B	7	sample	recomb-standard-0.5ng/mL	1
B	8	sample	recomb-standard-0.25ng/mL	1
B	9	sample	recomb-standard-0.125ng/mL	1
B	10	sample	recomb-standard-0ng/mL	1
B	11	control	negcon	1
B	12	control	negcon	1
C	1	sample	recomb-standard-20ng/mL	1
C	2	sample	recomb-standard-10ng/mL	1
C	3	sample	recomb-standard-5ng/mL	1
C	4	sample	recomb-standard-3ng/mL	1
C	5	sample	recomb-standard-2ng/mL	1
C	6	sample	recomb-standard-1ng/mL	1
C	7	sample	recomb-standard-0.5ng/mL	1
C	8	sample	recomb-standard-0.25ng/mL	1
C	9			
C	10	sample	recomb-standard-0.125ng/mL	1
C	11	sample	recomb-standard-0ng/mL	1
C	12	control	negcon	1
D	1	sample	recomb-standard-20ng/mL	1
D	2	sample	recomb-standard-10ng/mL	1
D	3	sample	recomb-standard-5ng/mL	1
D	4	sample	recomb-standard-3ng/mL	1
D	5	sample	recomb-standard-2ng/mL	1
D	6	sample	recomb-standard-1ng/mL	1
D	7	sample	recomb-standard-0.5ng/mL	1
D	8	sample	recomb-standard-0.25ng/mL	1
D	9	sample	recomb-standard-0.125ng/mL	1
D	10	sample	recomb-standard-0ng/mL	1
D	11	sample	v1205.6+C-IPC	50
D	12	sample	v1205.6+C-IPC	50
E	1	sample	recomb-standard-20ng/mL	1
E	2	sample	recomb-standard-10ng/mL	1
E	3	sample	recomb-standard-5ng/mL	1
E	4	sample	recomb-standard-3ng/mL	1
E	5	sample	recomb-standard-2ng/mL	1
E	6	sample	recomb-standard-1ng/mL	1
E	7	sample	recomb-standard-0.5ng/mL	
E	8	sample	recomb-standard-0.25ng/mL	
E	9	sample	recomb-standard-0.125ng/mL	
E	10	sample	recomb-standard-0ng/mL	1
E	11	sample	v1205.6+C-IPC	50
E	12	sample	v1205.6+C-IPC	50
F	1	sample	v1202.1+PrP5-0ng/mL	25
F	2	sample	v1202.1+PrP5-0ng/mL	25
F	3	sample	v1202.1+PrP5-0.5ng/mL	25
F	4	sample	v1202.1+PrP5-0.5ng/mL	25
F	5	sample	v1202.1+PrP5-1ng/mL	25
F	6	sample	v1202.1+PrP5-1ng/mL	25
F	7	sample	v1202.1+PrP5-2ng/mL	25
F	8	sample	v1202.1+PrP5-2ng/mL	25
F	9	sample	v1202.1+PrP5-3ng/mL	25
F	10	sample	v1202.1+PrP5-3ng/mL	25
F	11	control	blocking	1
F	12	control	blocking	1
G	1	sample	v1205.6+PrP5-0ng/mL	100
G	2	sample	v1205.6+PrP5-0ng/mL	100
G	3	sample	v1205.6+PrP5-0.5ng/mL	100
G	4	sample	v1205.6+PrP5-0.5ng/mL	100
G	5	sample	v1205.6+PrP5-1ng/mL	100
G	6	sample	v1205.6+PrP5-1ng/mL	100
G	7	sample	v1205.6+PrP5-2ng/mL	100
G	8	sample	v1205.6+PrP5-2ng/mL	100
G	9	sample	v1205.6+PrP5-3ng/mL	100
G	10	sample	v1205.6+PrP5-3ng/mL	100
G	11	control	blocking	1
G	12	control	blocking	1
H	1	standard	20	1
H	2	standard	10	1
H	3	standard	5	1
H	4	standard	4	1
H	5	standard	2	1
H	6	standard	1	1
H	7	standard	20	1
H	8	standard	10	1
H	9	standard	5	1
H	10	standard	4	1
H	11	standard	2	1
H	12	standard	1	1
