row	col	stype	detail	dilution
A	1	standard	1	1
A	2	standard	2	1
A	3	standard	4	1
A	4	standard	5	1
A	5	standard	10	1
A	6	standard	20	1
A	7	standard	1	1
A	8	standard	2	1
A	9	standard	4	1
A	10	standard	5	1
A	11	standard	10	1
A	12	standard	20	1
B	1	control	poscon hi	1
B	2	control	poscon lo	1
B	3	control	negcon	1
B	4	control	blocking	1
B	5	sample	v1205.6+C-IPC	50
B	6	sample	v1205.6+C-IPC	50
B	7	sample	v1205.6+C-IPC	50
B	8	sample	v1205.6+C-IPC	50
B	9	sample	pool-std	50
B	10	sample	pool-std	50
B	11	sample	pool-std	10
B	12	sample	pool-std	10
C	1	sample	pool-1mL	50
C	2	sample	pool-1mL	50
C	3	sample	pool-1mL	10
C	4	sample	pool-1mL	10
C	5	sample	pool-3mL	50
C	6	sample	pool-3mL	50
C	7	sample	pool-3mL	10
C	8	sample	pool-3mL	10
C	9	sample	pool-5mL	50
C	10	sample	pool-5mL	50
C	11	sample	pool-5mL	10
C	12	sample	pool-5mL	10
D	1	sample	10AR	50
D	2	sample	10AR	50
D	3	sample	10AR	10
D	4	sample	10AR	10
D	5	sample	11A	50
D	6	sample	11A	50
D	7	sample	11A	10
D	8	sample	11A	10
D	9	sample	11B	50
D	10	sample	11B	50
D	11	sample	11B	10
D	12	sample	11B	10
E	1	sample	11CR	50
E	2	sample	11CR	50
E	3	sample	11CR	10
E	4	sample	11CR	10
E	5	sample	11DR	50
E	6	sample	11DR	50
E	7	sample	11DR	10
E	8	sample	11DR	10
E	9	sample	11ER	50
E	10	sample	11ER	50
E	11	sample	11ER	10
E	12	sample	11ER	10
F	1	sample	12A	50
F	2	sample	12A	50
F	3	sample	12A	10
F	4	sample	12A	10
F	5	sample	12B	50
F	6	sample	12B	50
F	7	sample	12B	10
F	8	sample	12B	10
F	9	sample	13A	50
F	10	sample	13A	50
F	11	sample	13A	10
F	12	sample	13A	10
G	1	sample	13B	50
G	2	sample	13B	50
G	3	sample	13B	10
G	4	sample	13B	10
G	5	sample	14A	50
G	6	sample	14A	50
G	7	sample	14A	10
G	8	sample	14A	10
G	9	sample	14B	50
G	10	sample	14B	50
G	11	sample	14B	10
G	12	sample	14B	10
H	1	sample	15A	50
H	2	sample	15A	50
H	3	sample	15A	10
H	4	sample	15A	10
H	5	sample	16A	50
H	6	sample	16A	50
H	7	sample	16A	10
H	8	sample	16A	10
H	9	sample	17A	50
H	10	sample	17A	50
H	11	sample	17A	10
H	12	sample	17A	10
