row	col	stype	detail	dilution
A	1	standard	20	
A	2	standard	10	
A	3	standard	5	
A	4	standard	4	
A	5	standard	2	
A	6	standard	1	
A	7	standard	20	
A	8	standard	10	
A	9	standard	5	
A	10	standard	4	
A	11	standard	2	
A	12	standard	1	
B	1	sample	2109	10
B	2	sample	2109	10
B	3	sample	2109	50
B	4	sample	2109	50
B	5	sample	2122	10
B	6	sample	2122	10
B	7	sample	2122	50
B	8	sample	2122	50
B	9	sample	2158	10
B	10	sample	2158	10
B	11	sample	2158	50
B	12	sample	2158	50
C	1	sample	2182	10
C	2	sample	2182	10
C	3	sample	2182	50
C	4	sample	2182	50
C	5	sample	2231	10
C	6	sample	2231	10
C	7	sample	2231	50
C	8	sample	2231	50
C	9	sample	2263	10
C	10	sample	2263	10
C	11	sample	2263	50
C	12	sample	2263	50
D	1	sample	2363	10
D	2	sample	2363	10
D	3	sample	2363	50
D	4	sample	2363	50
D	5	sample	2408	10
D	6	sample	2408	10
D	7	sample	2408	50
D	8	sample	2408	50
D	9	sample	2413	10
D	10	sample	2413	10
D	11	sample	2413	50
D	12	sample	2413	50
E	1	sample	2572	10
E	2	sample	2572	10
E	3	sample	2572	50
E	4	sample	2572	50
E	5	sample	2579	10
E	6	sample	2579	10
E	7	sample	2579	50
E	8	sample	2579	50
E	9	sample	2616	10
E	10	sample	2616	10
E	11	sample	2616	50
E	12	sample	2616	50
F	1	sample	2747	10
F	2	sample	2747	10
F	3	sample	2747	50
F	4	sample	2747	50
F	5	sample	2777	10
F	6	sample	2777	10
F	7	sample	2777	50
F	8	sample	2777	50
F	9	sample	2798	10
F	10	sample	2798	10
F	11	sample	2798	50
F	12	sample	2798	50
G	1	sample	2869	10
G	2	sample	2869	10
G	3	sample	2869	50
G	4	sample	2869	50
G	5	sample	2881	10
G	6	sample	2881	10
G	7	sample	2881	50
G	8	sample	2881	50
G	9	sample	2974	10
G	10	sample	2974	10
G	11	sample	2974	50
G	12	sample	2974	50
H	1	sample	v1187.3	10
H	2	sample	v1187.3	10
H	3	sample	v1187.3	50
H	4	sample	v1187.3	50
H	5	control	poscon hi	
H	6	control	poscon hi	
H	7	control	poscon hi	
H	8	control	poscon lo	
H	9	control	poscon lo	
H	10	control	poscon lo	
H	11	control	negcon	
H	12	control	negcon	
