row	col	stype	detail	dilution
A	1	standard	20	1
A	2	standard	10	1
A	3	standard	5	1
A	4	standard	4	1
A	5	standard	2	1
A	6	standard	1	1
A	7	standard	20	1
A	8	standard	10	1
A	9	standard	5	1
A	10	standard	4	1
A	11	standard	2	1
A	12	standard	1	1
B	1	sample	v1238.5-chaps-0xTx-1	50
B	2	sample	v1238.5-chaps-0xTx-1	50
B	3	sample	v1238.5-chaps-0xTx-2	50
B	4	sample	v1238.5-chaps-0xTx-2	50
B	5	sample	v1238.5-chaps-0xTx-3	50
B	6	sample	v1238.5-chaps-0xTx-3	50
B	7	sample	v1238.5-chaps-0xTx-4	50
B	8	sample	v1238.5-chaps-0xTx-4	50
B	9	sample	v1238.5-chaps-1xPP-1	50
B	10	sample	v1238.5-chaps-1xPP-1	50
B	11	sample	v1238.5-chaps-1xPP-2	50
B	12	sample	v1238.5-chaps-1xPP-2	50
C	1	sample	v1238.5-chaps-1xPP-3	50
C	2	sample	v1238.5-chaps-1xPP-3	50
C	3	sample	v1238.5-chaps-1xPP-4	50
C	4	sample	v1238.5-chaps-1xPP-4	50
C	5	sample	v1238.5-chaps-1xPS-1	50
C	6	sample	v1238.5-chaps-1xPS-1	50
C	7	sample	v1238.5-chaps-1xPS-2	50
C	8	sample	v1238.5-chaps-1xPS-2	50
C	9	sample	v1238.5-chaps-1xPS-3	50
C	10	sample	v1238.5-chaps-1xPS-3	50
C	11	sample	v1238.5-chaps-1xPS-4	50
C	12	sample	v1238.5-chaps-1xPS-4	50
D	1	sample	v1238.5-chaps-1xPE-1	50
D	2	sample	v1238.5-chaps-1xPE-1	50
D	3	sample	v1238.5-chaps-1xPE-2	50
D	4	sample	v1238.5-chaps-1xPE-2	50
D	5	sample	v1238.5-chaps-1xPE-3	50
D	6	sample	v1238.5-chaps-1xPE-3	50
D	7	sample	v1238.5-chaps-1xPE-4	50
D	8	sample	v1238.5-chaps-1xPE-4	50
D	9	sample	v1238.5-chaps-1xGL-1	50
D	10	sample	v1238.5-chaps-1xGL-1	50
D	11	sample	v1238.5-chaps-1xGL-2	50
D	12	sample	v1238.5-chaps-1xGL-2	50
E	1	sample	v1238.5-chaps-1xGL-3	50
E	2	sample	v1238.5-chaps-1xGL-3	50
E	3	sample	v1238.5-chaps-1xGL-4	50
E	4	sample	v1238.5-chaps-1xGL-4	50
E	5	sample	v1238.5-neat-0xTx-1	50
E	6	sample	v1238.5-neat-0xTx-1	50
E	7	sample	v1238.5-neat-0xTx-2	50
E	8	sample	v1238.5-neat-0xTx-2	50
E	9	sample	v1238.5-neat-0xTx-3	50
E	10	sample	v1238.5-neat-0xTx-3	50
E	11	sample	v1238.5-neat-0xTx-4	50
E	12	sample	v1238.5-neat-0xTx-4	50
F	1	sample	v1238.5-neat-1xPP-1	50
F	2	sample	v1238.5-neat-1xPP-1	50
F	3	sample	v1238.5-neat-1xPP-2	50
F	4	sample	v1238.5-neat-1xPP-2	50
F	5	sample	v1238.5-neat-1xPP-3	50
F	6	sample	v1238.5-neat-1xPP-3	50
F	7	sample	v1238.5-neat-1xPP-4	50
F	8	sample	v1238.5-neat-1xPP-4	50
F	9	sample	v1238.5-neat-1xPS-1	50
F	10	sample	v1238.5-neat-1xPS-1	50
F	11	sample	v1238.5-neat-1xPS-2	50
F	12	sample	v1238.5-neat-1xPS-2	50
G	1	sample	v1238.5-neat-1xPS-3	50
G	2	sample	v1238.5-neat-1xPS-3	50
G	3	sample	v1238.5-neat-1xPS-4	50
G	4	sample	v1238.5-neat-1xPS-4	50
G	5	sample	v1238.5-neat-1xPE-1	50
G	6	sample	v1238.5-neat-1xPE-1	50
G	7	sample	v1238.5-neat-1xPE-2	50
G	8	sample	v1238.5-neat-1xPE-2	50
G	9	sample	v1238.5-neat-1xPE-3	50
G	10	sample	v1238.5-neat-1xPE-3	50
G	11	sample	v1238.5-neat-1xPE-4	50
G	12	sample	v1238.5-neat-1xPE-4	50
H	1	sample	v1238.5-neat-1xGL-1	50
H	2	sample	v1238.5-neat-1xGL-1	50
H	3	sample	v1238.5-neat-1xGL-2	50
H	4	sample	v1238.5-neat-1xGL-2	50
H	5	sample	v1238.5-neat-1xGL-3	50
H	6	sample	v1238.5-neat-1xGL-3	50
H	7	sample	v1238.5-neat-1xGL-4	50
H	8	sample	v1238.5-neat-1xGL-4	50
H	9	control	poscon hi	1
H	10	control	poscon lo	1
H	11	control	blocking	1
H	12	control	negcon	1
