plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
14	A	1	0.4317	control	poscon lo	1	TRUE	3.00412136622451	3.00412136622451	
14	A	2	0.0596	control	blocking	1	TRUE	0.327574469078466	1	LLQ
14	A	3	0.4869	sample	v1187.3-40uL-aliquot1	100	TRUE	343.718045358583	343.718045358583	
14	A	4	0.4779	sample	v1187.3-40uL-aliquot1	100	TRUE	336.61545394398	336.61545394398	
14	A	5	0.3676	sample	-edta-500	25	TRUE	62.7382862797668	62.7382862797668	
14	A	6	0.3876	sample	-edta-500	25	TRUE	66.5706239406586	66.5706239406586	
14	B	1	1.5564	control	poscon hi	1	TRUE	12.6189324220936	12.6189324220936	
14	B	2	0.0591	control	negcon	1	FALSE	0.324500432268232	1	LLQ
14	B	3	0.2779	sample	v1187.3-10uL-aliquot1	100	TRUE	183.497039762755	183.497039762755	
14	B	4	0.301	sample	v1187.3-10uL-aliquot1	100	TRUE	200.650064575075	200.650064575075	
14	B	5	0.3524	sample	-edta-50	25	TRUE	59.8422157369813	59.8422157369813	
14	B	6	0.356	sample	-edta-50	25	TRUE	60.5268059363609	60.5268059363609	
14	C	1	0.1825	standard	1	1	TRUE	1.14614971197724	1.14614971197724	
14	C	2	0.1644	standard	1	1	TRUE	1.01970601577939	1	LLQ
14	C	3	0.5255	sample	v1187.3-40uL-aliquot2	100	TRUE	374.354851838186	374.354851838186	
14	C	4	0.5191	sample	v1187.3-40uL-aliquot2	100	TRUE	369.256060058996	369.256060058996	
14	C	5	0.3089	sample	-edta-5	25	TRUE	51.6382440435938	51.6382440435938	
14	C	6	0.3005	sample	-edta-5	25	TRUE	50.0692695969011	50.0692695969011	
14	D	1	0.3286	standard	2	1	TRUE	2.21350529387556	2.21350529387556	
14	D	2	0.2734	standard	2	1	TRUE	1.80174847529586	1.80174847529586	
14	D	3	0.2966	sample	v1187.3-10uL-aliquot2	100	TRUE	197.370332425274	197.370332425274	
14	D	4	0.2837	sample	v1187.3-10uL-aliquot2	100	TRUE	187.788428825003	187.788428825003	
14	D	5	0.3322	sample	-pbs-only	25	TRUE	56.0165716366908	56.0165716366908	
14	D	6	0.3151	sample	-pbs-only	25	TRUE	52.7995701992143	52.7995701992143	
14	E	1	0.5585	standard	4	1	TRUE	4.00761332332316	4.00761332332316	
14	E	2	0.5181	standard	4	1	TRUE	3.68460047963585	3.68460047963585	
14	E	3	0.5456	sample	v1187.3-40uL-aliquot3	100	TRUE	390.416031927857	390.416031927857	
14	E	4	0.5383	sample	v1187.3-40uL-aliquot3	100	TRUE	384.574572486705	384.574572486705	
14	E	5	0.7538	sample	-neat	25	TRUE	140.144994592367	140.144994592367	
14	E	6	0.7152	sample	-neat	25	TRUE	132.13828312154	132.13828312154	
14	F	1	0.7088	standard	5	1	TRUE	5.2326257011169	5.2326257011169	
14	F	2	0.5852	standard	5	1	TRUE	4.22263645036108	4.22263645036108	
14	F	3	0.2462	sample	v1187.3-10uL-aliquot3	100	TRUE	160.236180950622	160.236180950622	
14	F	4	0.2496	sample	v1187.3-10uL-aliquot3	100	TRUE	162.714745034528	162.714745034528	
14	F	5	0.088	sample	WB	5	TRUE	2.53327890211931	5	LLQ
14	F	6	0.0607	sample	WB	5	TRUE	1.67174070515215	5	LLQ
14	G	1	1.2975	standard	10	1	TRUE	10.2942168515438	10.2942168515438	
14	G	2	1.1536	standard	10	1	TRUE	9.02521845005596	9.02521845005596	
14	G	3	0.5492	sample	v1187.3-40uL-aliquot4	100	TRUE	393.300190243049	393.300190243049	
14	G	4	0.5211	sample	v1187.3-40uL-aliquot4	100	TRUE	370.848632189033	370.848632189033	
14	G	5	0.1554	sample	WB	2	TRUE	1.91487563464044	2	LLQ
14	G	6	0.0717	sample	WB	2	TRUE	0.805709368525095	2	LLQ
14	H	1	2.6633	standard	20	1	TRUE	23.0208753470399	20	ULQ
14	H	2	2.3147	standard	20	1	TRUE	19.6759843310185	19.6759843310185	
14	H	3	0.2236	sample	v1187.3-10uL-aliquot4	100	TRUE	143.867080192211	143.867080192211	
14	H	4	0.2383	sample	v1187.3-10uL-aliquot4	100	TRUE	154.492986433187	154.492986433187	
14	H	5	0.0983	sample	WB	1	TRUE	0.573471796501593	1	LLQ
14	H	6	0.105	sample	WB	1	TRUE	0.617390782495494	1	LLQ
