plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
21	A	1	0.3026	standard	1	1	TRUE	1.09892763073126	1.09892763073126	
21	A	2	0.5123	standard	2	1	TRUE	2.09701291922557	2.09701291922557	
21	A	3	0.857	standard	4	1	TRUE	3.94323223173724	3.94323223173724	
21	A	4	1.0354	standard	5	1	TRUE	4.97334271411649	4.97334271411649	
21	A	5	1.7892	standard	10	1	TRUE	9.73190190339271	9.73190190339271	
21	A	6	3.2373	standard	20	1	TRUE	20.1493297298858	20	ULQ
21	A	7	0.263	standard	1	1	TRUE	0.925144349193152	1	LLQ
21	A	8	0.4761	standard	2	1	TRUE	1.91663933408732	1.91663933408732	
21	A	9	0.8628	standard	4	1	TRUE	3.97601069346755	3.97601069346755	
21	A	10	1.0443	standard	5	1	TRUE	5.02586082177496	5.02586082177496	
21	A	11	1.8544	standard	10	1	TRUE	10.168941310502	10.168941310502	
21	A	12	3.2234	standard	20	1	TRUE	20.0432002786977	20	ULQ
21	B	1	0.8014	sample	v1209.2-chaps-pre	50	TRUE	181.580363630402	181.580363630402	
21	B	2	0.9632	sample	v1209.2-chaps-pre	50	TRUE	227.557385501738	227.557385501738	
21	B	3	1.0353	sample	v1209.2-chaps-pre	50	TRUE	248.637660207797	248.637660207797	
21	B	4	0.8882	sample	v1209.2-chaps-pre	50	TRUE	206.007238574128	206.007238574128	
21	B	5	1.0291	sample	v1209.2-chaps-pre	50	TRUE	246.811445170379	246.811445170379	
21	B	6	0.8689	sample	v1209.2-chaps-pre	50	TRUE	200.526933536126	200.526933536126	
21	B	7	0.8978	sample	v1209.2-chaps-pre	50	TRUE	208.743328311444	208.743328311444	
21	B	8	0.9168	sample	v1209.2-chaps-pre	50	TRUE	214.178083933968	214.178083933968	
21	B	9	2.1038	control	poscon hi	1	TRUE	11.8722713659068	11.8722713659068	
21	B	10	0.5524	control	poscon lo	1	TRUE	2.30022464031079	2.30022464031079	
21	B	11	0.0781	control	negcon	1	FALSE	0.208468788430915	1	LLQ
21	B	12	0.0962	control	blocking	1	TRUE	0.26924178533771	1	LLQ
21	C	1	1.2137	sample	RES-11	100	TRUE	604.417416584436	604.417416584436	
21	C	2	1.2277	sample	RES-11	100	TRUE	612.98536142059	612.98536142059	
21	C	3	0.2372	sample	RES-11	1000	TRUE	815.033453847999	1000	LLQ
21	C	4	0.2408	sample	RES-11	1000	TRUE	830.241188949036	1000	LLQ
21	C	5	0.1085	sample	RES-11	10000	TRUE	3120.86760342058	10000	LLQ
21	C	6	0.0939	sample	RES-11	10000	TRUE	2613.62954016799	10000	LLQ
21	C	7	0.0705	sample	RES-11	1e+05	FALSE	18385.3672496023	1e+05	LLQ
21	C	8	0.0843	sample	RES-11	1e+05	FALSE	22895.9714723469	1e+05	LLQ
21	C	9	0.9602	sample	RES-12	100	TRUE	453.375659172374	453.375659172374	
21	C	10	0.953	sample	RES-12	100	TRUE	449.20683402725	449.20683402725	
21	C	11	0.1745	sample	RES-12	1000	TRUE	559.178994851702	1000	LLQ
21	C	12	0.1878	sample	RES-12	1000	TRUE	611.930863458016	1000	LLQ
21	D	1	0.1074	sample	RES-12	10000	TRUE	3082.08008926359	10000	LLQ
21	D	2	0.1116	sample	RES-12	10000	TRUE	3230.65709928552	10000	LLQ
21	D	3	0.0931	sample	RES-12	1e+05	TRUE	25863.2703838496	1e+05	LLQ
21	D	4	0.085	sample	RES-12	1e+05	FALSE	23129.5290903617	1e+05	LLQ
21	D	5	0.1224	sample	WB	10	TRUE	3.61848931270986	10	LLQ
21	D	6	0.1104	sample	WB	10	TRUE	3.18807461042947	10	LLQ
21	D	7	0.1777	sample	RBC1	10	TRUE	5.71790330663354	10	LLQ
21	D	8	0.1208	sample	RBC1	10	TRUE	3.56052327136503	10	LLQ
21	D	9	0.1532	sample	RBC2	10	TRUE	4.76609404290312	10	LLQ
21	D	10	0.1511	sample	RBC2	10	TRUE	4.68603704947753	10	LLQ
21	D	11	0.206	sample	RBC3	10	TRUE	6.85497009912783	10	LLQ
21	D	12	0.1934	sample	RBC3	10	TRUE	6.34401157642101	10	LLQ
21	E	1	0.6173	sample	BUF1	10	TRUE	26.362043866465	26.362043866465	
21	E	2	0.5615	sample	BUF1	10	TRUE	23.4681784990782	23.4681784990782	
21	E	3	0.7227	sample	BUF2	10	TRUE	31.9891850779596	31.9891850779596	
21	E	4	0.5201	sample	BUF2	10	TRUE	21.3626611375945	21.3626611375945	
21	E	5	0.3256	sample	BUF3	10	TRUE	12.0231057771593	12.0231057771593	
21	E	6	0.1766	sample	BUF3	10	TRUE	5.6744931249592	10	LLQ
21	E	7	0.1512	sample	PL1	10	TRUE	4.689843582505	10	LLQ
21	E	8	0.1664	sample	PL1	10	TRUE	5.27492755309647	10	LLQ
21	E	9	0.1914	sample	PL2	10	TRUE	6.26358842964767	10	LLQ
21	E	10	0.1658	sample	PL2	10	TRUE	5.25159340603419	10	LLQ
21	E	11	0.1591	sample	PL3	10	TRUE	4.99234472458575	10	LLQ
21	E	12	0.1828	sample	PL3	10	TRUE	5.91996281060032	10	LLQ
21	F	1	0.7989	sample	v1238.5-without	50	TRUE	180.885401553575	180.885401553575	
21	F	2	0.9528	sample	v1238.5-without	50	TRUE	224.54556762381	224.54556762381	
21	F	3	1.0655	sample	v1238.5-chaps-post	50	TRUE	257.568456092876	257.568456092876	
21	F	4	1.266	sample	v1238.5-chaps-post	50	TRUE	318.268938628759	318.268938628759	
21	F	5	0.3281	sample	v1224.7-without	50	TRUE	60.6825197463238	60.6825197463238	
21	F	6	0.316	sample	v1224.7-without	50	TRUE	57.9475244469738	57.9475244469738	
21	F	7	0.8808	sample	v1224.7-chaps-post	50	TRUE	203.902748933282	203.902748933282	
21	F	8	1.0208	sample	v1224.7-chaps-post	50	TRUE	244.370587950437	244.370587950437	
21	F	9	0.6405	sample	v1208.1-without	50	TRUE	137.915843374814	137.915843374814	
21	F	10	0.7014	sample	v1208.1-without	50	TRUE	154.179828285778	154.179828285778	
21	F	11	0.8177	sample	v1208.1-chaps-post	50	TRUE	186.123548841645	186.123548841645	
