plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
27	A	1	2.906	standard	20	1	TRUE	22.4559975480019	20	ULQ
27	A	2	1.6529	standard	10	1	TRUE	11.4928620868924	11.4928620868924	
27	A	3	0.859	standard	5	1	TRUE	5.28425150547843	5.28425150547843	
27	A	4	0.7337	standard	4	1	TRUE	4.38223260510692	4.38223260510692	
27	A	5	0.3439	standard	2	1	TRUE	1.78249516952615	1.78249516952615	
27	A	6	0.2536	standard	1	1	TRUE	1.24162890939436	1.24162890939436	
27	A	7	2.491	standard	20	1	TRUE	18.7019815089222	18.7019815089222	
27	A	8	1.407	standard	10	1	TRUE	9.4926126892893	9.4926126892893	
27	A	9	0.6452	standard	5	1	TRUE	3.76205460568439	3.76205460568439	
27	A	10	0.5803	standard	4	1	TRUE	3.31716959346038	3.31716959346038	
27	A	11	0.0558	standard	2	1	FALSE	0.205796689728403	1	LLQ
27	A	12	0.2276	standard	1	1	TRUE	1.09200390704853	1	LLQ
27	B	1	1.5181	sample	v1238.5-chaps-0xTx-1	50	TRUE	519.443592328686	519.443592328686	
27	B	2	1.7632	sample	v1238.5-chaps-0xTx-1	50	TRUE	620.444624081336	620.444624081336	
27	B	3	1.6071	sample	v1238.5-chaps-0xTx-2	50	TRUE	555.790208429397	555.790208429397	
27	B	4	1.6152	sample	v1238.5-chaps-0xTx-2	50	TRUE	559.117220845544	559.117220845544	
27	B	5	1.4586	sample	v1238.5-chaps-0xTx-3	50	TRUE	495.36455556757	495.36455556757	
27	B	6	1.6831	sample	v1238.5-chaps-0xTx-3	50	TRUE	587.128251018775	587.128251018775	
27	B	7	1.4872	sample	v1238.5-chaps-0xTx-4	50	TRUE	506.916192162305	506.916192162305	
27	B	8	1.6517	sample	v1238.5-chaps-0xTx-4	50	TRUE	574.147881924694	574.147881924694	
27	B	9	1.5258	sample	v1238.5-chaps-1xPP-1	50	TRUE	522.572778819318	522.572778819318	
27	B	10	1.6839	sample	v1238.5-chaps-1xPP-1	50	TRUE	587.45955701406	587.45955701406	
27	B	11	1.5536	sample	v1238.5-chaps-1xPP-2	50	TRUE	533.894879362568	533.894879362568	
27	B	12	1.7655	sample	v1238.5-chaps-1xPP-2	50	TRUE	621.405526323231	621.405526323231	
27	C	1	1.6076	sample	v1238.5-chaps-1xPP-3	50	TRUE	555.995488871516	555.995488871516	
27	C	2	1.7807	sample	v1238.5-chaps-1xPP-3	50	TRUE	627.761715283239	627.761715283239	
27	C	3	1.6261	sample	v1238.5-chaps-1xPP-4	50	TRUE	563.599239167429	563.599239167429	
27	C	4	1.5952	sample	v1238.5-chaps-1xPP-4	50	TRUE	550.908067628574	550.908067628574	
27	C	5	1.4917	sample	v1238.5-chaps-1xPS-1	50	TRUE	508.737565911473	508.737565911473	
27	C	6	1.7481	sample	v1238.5-chaps-1xPS-1	50	TRUE	614.141927561422	614.141927561422	
27	C	7	1.5707	sample	v1238.5-chaps-1xPS-2	50	TRUE	540.878092250381	540.878092250381	
27	C	8	1.615	sample	v1238.5-chaps-1xPS-2	50	TRUE	559.03503472783	559.03503472783	
27	C	9	1.6269	sample	v1238.5-chaps-1xPS-3	50	TRUE	563.928416606427	563.928416606427	
27	C	10	1.7019	sample	v1238.5-chaps-1xPS-3	50	TRUE	594.921707592668	594.921707592668	
27	C	11	1.6199	sample	v1238.5-chaps-1xPS-4	50	TRUE	561.049142407395	561.049142407395	
27	C	12	1.6539	sample	v1238.5-chaps-1xPS-4	50	TRUE	575.055841092281	575.055841092281	
27	D	1	1.5848	sample	v1238.5-chaps-1xPE-1	50	TRUE	546.646898189234	546.646898189234	
27	D	2	1.6512	sample	v1238.5-chaps-1xPE-1	50	TRUE	573.941559116726	573.941559116726	
27	D	3	1.422	sample	v1238.5-chaps-1xPE-2	50	TRUE	480.643501556521	480.643501556521	
27	D	4	1.4933	sample	v1238.5-chaps-1xPE-2	50	TRUE	509.385413443838	509.385413443838	
27	D	5	1.3919	sample	v1238.5-chaps-1xPE-3	50	TRUE	468.589785547694	468.589785547694	
27	D	6	1.5475	sample	v1238.5-chaps-1xPE-3	50	TRUE	531.407262031897	531.407262031897	
27	D	7	1.4975	sample	v1238.5-chaps-1xPE-4	50	TRUE	511.086630986414	511.086630986414	
27	D	8	1.6343	sample	v1238.5-chaps-1xPE-4	50	TRUE	566.974742326263	566.974742326263	
27	D	9	0.9944	sample	v1238.5-chaps-1xGL-1	50	TRUE	314.352322762722	314.352322762722	
27	D	10	0.9935	sample	v1238.5-chaps-1xGL-1	50	TRUE	314.014601643848	314.014601643848	
