plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
23	A	1	3.1025	standard	20	1	TRUE	21.6857648463975	20	ULQ
23	A	2	1.818	standard	10	1	TRUE	11.8049292526271	11.8049292526271	
23	A	3	0.9493	standard	5	1	TRUE	5.63608999631049	5.63608999631049	
23	A	4	0.7267	standard	4	1	TRUE	4.15847736903737	4.15847736903737	
23	A	5	0.4057	standard	2	1	TRUE	2.14235686048102	2.14235686048102	
23	A	6	0.2854	standard	1	1	TRUE	1.43577598103668	1.43577598103668	
23	A	7	2.0725	control	poscon hi	1	TRUE	13.7027212171147	13.7027212171147	
23	A	8	0.646	control	poscon lo	1	TRUE	3.6371844616521	3.6371844616521	
23	A	9	0.0903	control	blocking	1	FALSE	0.387646909350506	1	LLQ
23	A	10	0.1181	control	negcon	1	TRUE	0.526095456833147	1	LLQ
23	A	11	1.3903	sample	v1205.6+CHAPS	50	TRUE	435.003291275286	435.003291275286	
23	A	12	1.386	sample	v1205.6+CHAPS	50	TRUE	433.472774005679	433.472774005679	
23	B	1	1.4284	sample	v1205.6+CHAPS	50	TRUE	448.592697533155	448.592697533155	
23	B	2	1.3552	sample	v1205.6+CHAPS	50	TRUE	422.529234456043	422.529234456043	
23	B	3	1.3296	sample	v1205.6+CHAPS	50	TRUE	413.459326022923	413.459326022923	
23	B	4	1.3065	sample	v1205.6+CHAPS	50	TRUE	405.295772197732	405.295772197732	
23	B	5	1.4202	sample	v1205.6+CHAPS	50	TRUE	445.663676478996	445.663676478996	
23	B	6	1.3998	sample	v1205.6+CHAPS	50	TRUE	438.386977712736	438.386977712736	
23	B	7	1.4483	sample	v1205.6+CHAPS	50	TRUE	455.710549839991	455.710549839991	
23	B	8	1.3919	sample	v1205.6+CHAPS	50	TRUE	435.572952756163	435.572952756163	
23	B	9	1.481	sample	v1205.6+CHAPS	50	TRUE	467.435948899376	467.435948899376	
23	B	10	1.4612	sample	v1205.6+CHAPS	50	TRUE	460.331853515477	460.331853515477	
23	B	11	1.3812	sample	v1205.6+CHAPS	50	TRUE	431.76506258486	431.76506258486	
23	B	12	1.4941	sample	v1205.6+CHAPS	50	TRUE	472.143345162555	472.143345162555	
23	C	1	1.3575	sample	v1205.6+CHAPS	50	TRUE	423.345272477938	423.345272477938	
23	C	2	1.3633	sample	v1205.6+CHAPS	50	TRUE	425.403953172876	425.403953172876	
23	C	3	1.3627	sample	v1205.6+CHAPS	50	TRUE	425.19093013054	425.19093013054	
23	C	4	1.283	sample	v1205.6+CHAPS	50	TRUE	397.011250352384	397.011250352384	
23	C	5	1.5267	sample	v1205.6+CHAPS	50	TRUE	483.882551496222	483.882551496222	
23	C	6	1.3147	sample	v1205.6+CHAPS	50	TRUE	408.191397771198	408.191397771198	
23	C	7	1.4662	sample	v1205.6+CHAPS	50	TRUE	462.124571981039	462.124571981039	
23	C	8	1.3092	sample	v1205.6+CHAPS	50	TRUE	406.248934056739	406.248934056739	
23	C	9	1.4107	sample	v1205.6+CHAPS	50	TRUE	442.273212648799	442.273212648799	
23	C	10	1.322	sample	v1205.6+CHAPS	50	TRUE	410.771306598537	410.771306598537	
23	C	11	1.2827	sample	v1205.6+CHAPS	50	TRUE	396.905624838878	396.905624838878	
23	C	12	1.2501	sample	v1205.6+CHAPS	50	TRUE	385.448089523801	385.448089523801	
23	D	1	1.3642	sample	v1205.6+CHAPS	50	TRUE	425.723511964836	425.723511964836	
23	D	2	1.335	sample	v1205.6+CHAPS	50	TRUE	415.370522622909	415.370522622909	
23	D	3	1.3047	sample	v1205.6+CHAPS	50	TRUE	404.660481741691	404.660481741691	
23	D	4	1.2634	sample	v1205.6+CHAPS	50	TRUE	390.117569831611	390.117569831611	
23	D	5	1.3377	sample	v1205.6+CHAPS	50	TRUE	416.326520845329	416.326520845329	
23	D	6	1.4128	sample	v1205.6+CHAPS	50	TRUE	443.02241342341	443.02241342341	
