plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
40	A	1	1.8068	standard	20	1	TRUE	17.2606122120311	17.2606122120311	
40	A	2	1.1174	standard	10	1	TRUE	10.4536220346935	10.4536220346935	
40	A	3	0.5982	standard	5	1	TRUE	5.4461294054529	5.4461294054529	
40	A	4	0.4093	standard	4	1	TRUE	3.66527704441986	3.66527704441986	
40	A	5	0.1983	standard	2	1	TRUE	1.72061303839905	1.72061303839905	
40	A	6	0.1249	standard	1	1	TRUE	1.06213751052093	1	LLQ
40	A	7	2.2271	standard	20	1	TRUE	21.470444942679	20	ULQ
40	A	8	1.126	standard	10	1	TRUE	10.537595198973	10.537595198973	
40	A	9	0.5328	standard	5	1	TRUE	4.82632102177014	4.82632102177014	
40	A	10	0.4711	standard	4	1	TRUE	4.24460756177763	4.24460756177763	
40	A	11	0.2247	standard	2	1	TRUE	1.96032116020512	1.96032116020512	
40	A	12	0.1258	standard	1	1	TRUE	1.07012554887751	1.07012554887751	
40	B	1	0.0177	sample	7APL	10	FALSE	1.38241811947654	10	LLQ
40	B	2	0.0375	sample	7APL	10	TRUE	3.02618689229893	10	LLQ
40	B	3	0.0435	sample	7BPL	10	TRUE	3.53313786473928	10	LLQ
40	B	4	0.0552	sample	7BPL	10	TRUE	4.5301769813687	10	LLQ
40	B	5	0.035	sample	7CPL	10	TRUE	2.81596830178881	10	LLQ
40	B	6	0.052	sample	7CPL	10	TRUE	4.25647466667768	10	LLQ
40	B	7	0.0445	sample	7DPL	10	TRUE	3.61793836633251	10	LLQ
40	B	8	0.0554	sample	7DPL	10	TRUE	4.54730675623852	10	LLQ
40	B	9	0.0367	sample	7EPL	10	TRUE	2.95884851336397	10	LLQ
40	B	10	0.0543	sample	7EPL	10	TRUE	4.45312657309834	10	LLQ
40	B	11	0.3358	control	poscon lo	1	TRUE	2.98127848135482	2.98127848135482	
40	B	12	0.0283	control	negcon	1	TRUE	0.2255940874809	1	LLQ
40	C	1	0.1577	sample	7ABC	10	TRUE	13.5475203522538	13.5475203522538	
40	C	2	0.3175	sample	7ABC	10	TRUE	28.1193851567432	28.1193851567432	
