plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
8	A	1	1.4771	bufcon	hi-noripa	1	TRUE	12.388376249582	12.388376249582	
8	A	2	0.06	control	negcon	1	FALSE	0.313299701584166	1	LLQ
8	A	3	0.1117	sample	PL2	50	TRUE	31.9709802179494	50	LLQ
8	A	4	0.1172	sample	RBC1	50	TRUE	33.7845508053872	50	LLQ
8	A	5	0.1373	sample	RBC3	50	TRUE	40.5162802582801	50	LLQ
8	A	6	0.1225	sample	BUF2	50	TRUE	35.5441354047025	50	LLQ
8	A	7	0.6499	bufcon	standard-3-noripa	1	TRUE	4.827340951217	4.827340951217	
8	B	1	1.3634	control	poscon hi	1	TRUE	11.3000957604783	11.3000957604783	
8	B	2	0.3552	control	poscon lo	1	TRUE	2.41281457216301	2.41281457216301	
8	B	3	0.1025	sample	PL2	50	TRUE	28.9670902188202	50	LLQ
8	B	4	0.1137	sample	RBC1	50	TRUE	32.6289659143921	50	LLQ
8	B	5	0.138	sample	RBC3	50	TRUE	40.7534899326272	50	LLQ
8	B	6	0.1161	sample	BUF2	50	TRUE	33.4208094575467	50	LLQ
8	B	7	0.5186	bufcon	v1187.3-noripa	1	TRUE	3.72559515263952	3.72559515263952	
8	C	1	0.1827	standard	1	1	TRUE	1.12481158793064	1.12481158793064	
8	C	2	0.1773	standard	1	1	TRUE	1.08673234413566	1	LLQ
8	C	3	0.1899	sample	PL2	10	TRUE	11.7584277638622	11.7584277638622	
8	C	4	0.2028	sample	RBC1	10	TRUE	12.6798564204399	12.6798564204399	
8	C	5	0.2732	sample	RBC3	10	TRUE	17.8513015295929	17.8513015295929	
8	C	6	0.2474	sample	BUF2	10	TRUE	15.9300199792901	15.9300199792901	
8	C	7	0.6586	sample	v1187.3	100	TRUE	490.159509165473	490.159509165473	
8	D	1	0.2922	standard	2	1	TRUE	1.9283622063379	1.9283622063379	
8	D	2	0.2811	standard	2	1	TRUE	1.84451127885393	1.84451127885393	
8	D	3	0.1965	sample	PL2	10	TRUE	12.2287377103662	12.2287377103662	
8	D	4	0.1851	sample	RBC1	10	TRUE	11.4178950809899	11.4178950809899	
8	D	5	0.3231	sample	RBC3	10	TRUE	21.6422838137253	21.6422838137253	
8	D	6	0.2495	sample	BUF2	10	TRUE	16.085337218571	16.085337218571	
8	D	7	0.639	sample	v1187.3	100	TRUE	473.451741155745	473.451741155745	
8	E	1	0.5015	standard	4	1	TRUE	3.58492544741917	3.58492544741917	
8	E	2	0.5262	standard	4	1	TRUE	3.78833697033734	3.78833697033734	
8	E	3	0.088	sample	PL1	50	TRUE	24.3144944635385	50	LLQ
8	E	4	0.0482	sample	PL3	50	FALSE	12.1831026975868	50	LLQ
8	E	5	0.1516	sample	RBC2	50	TRUE	45.3965714961799	50	LLQ
8	E	6	0.0982	sample	BUF1	50	TRUE	27.5765124589027	50	LLQ
8	E	7	0.1797	sample	BUF3	50	TRUE	55.1817790013025	50	LLQ
8	F	1	0.6436	standard	5	1	TRUE	4.7736623145472	4.7736623145472	
8	F	2	0.6884	standard	5	1	TRUE	5.15702780468628	5.15702780468628	
8	F	3	0.0788	sample	PL1	50	TRUE	21.4197818803505	50	LLQ
8	F	4	0.0504	sample	PL3	50	FALSE	12.823560385905	50	LLQ
8	F	5	0.1614	sample	RBC2	50	TRUE	48.7810858548783	50	LLQ
8	F	6	0.1108	sample	BUF1	50	TRUE	31.6754528909025	50	LLQ
8	F	7	0.1562	sample	BUF3	50	TRUE	46.9813143284764	50	LLQ
8	G	1	1.169	standard	10	1	TRUE	9.47089350923836	9.47089350923836	
8	G	2	1.3173	standard	10	1	TRUE	10.8626003177716	10.8626003177716	
8	G	3	0.1445	sample	PL1	10	TRUE	8.59291093900327	10	LLQ
8	G	4	0.0715	sample	PL3	10	TRUE	3.83159530130949	10	LLQ
8	G	5	0.3228	sample	RBC2	10	TRUE	21.6192179678328	21.6192179678328	
8	G	6	0.2078	sample	BUF1	10	TRUE	13.0393688881728	13.0393688881728	
8	G	7	0.3297	sample	BUF3	10	TRUE	22.1505295794685	22.1505295794685	
8	H	1	2.1938	standard	20	1	TRUE	19.5079830668685	19.5079830668685	
8	H	2	2.43	standard	20	1	TRUE	21.9376776771826	20	ULQ
8	H	3	0.1457	sample	PL1	10	TRUE	8.67487653113065	10	LLQ
8	H	4	0.0544	sample	PL3	10	FALSE	2.79971138271693	10	LLQ
8	H	5	0.3166	sample	RBC2	10	TRUE	21.143237423427	21.143237423427	
8	H	6	0.1644	sample	BUF1	10	TRUE	9.9646684302072	10	LLQ
8	H	7	0.3077	sample	BUF3	10	TRUE	20.4623877856932	20.4623877856932	
