plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
3	A	1	0.7646	sample	v1187.3	100	TRUE	379.125023888882	379.125023888882	
3	A	2	0.7502	sample	v1187.3	100	TRUE	370.439509670642	370.439509670642	
3	A	3	0.8072	sample	v1187.3	100	TRUE	405.027844038146	405.027844038146	
3	A	4	0.2909	sample	165.2	100	TRUE	116.734947601235	116.734947601235	
3	A	5	0.2853	sample	165.2	100	TRUE	114.00150469589	114.00150469589	
3	A	6	0.2839	sample	165.2	100	TRUE	113.319968623097	113.319968623097	
3	A	7	0.2813	standard	1	1	TRUE	1.12056212164744	1.12056212164744	
3	A	8	0.4517	standard	2	1	TRUE	1.99595102526608	1.99595102526608	
3	A	9	0.8084	standard	4	1	TRUE	4.05761920479826	4.05761920479826	
3	A	10	0.9701	standard	5	1	TRUE	5.0675743740138	5.0675743740138	
3	A	11	1.7868	standard	10	1	TRUE	10.6693498772546	10.6693498772546	
3	A	12	2.9569	standard	20	1	TRUE	19.7149720681122	19.7149720681122	
3	B	1	2.1189	control	poscon hi	1	TRUE	13.1335546321466	13.1335546321466	
3	B	2	0.6381	control	poscon lo	1	TRUE	3.04116093606572	3.04116093606572	
3	B	3	0.103	control	negcon	1	FALSE	0.329282540485534	1	LLQ
3	B	4	0.846	sample	1	100	TRUE	428.882469268907	428.882469268907	
3	B	5	0.2591	sample	1	100	TRUE	101.371674060724	100	LLQ
3	B	6	0.2351	sample	1	100	TRUE	90.0448615029538	100	LLQ
3	B	7	0.8435	sample	2	100	TRUE	427.338093501414	427.338093501414	
3	B	8	0.2408	sample	2	100	TRUE	92.7130151266004	100	LLQ
3	B	9	0.2275	sample	2	100	TRUE	86.5093462193276	100	LLQ
3	B	10	0.3496	sample	3	100	TRUE	146.051768627256	146.051768627256	
3	B	11	0.1522	sample	3	100	TRUE	52.999894133982	100	LLQ
3	B	12	0.1507	sample	3	100	TRUE	52.3638793025662	100	LLQ
3	C	1	0.4043	sample	4	100	TRUE	174.366045763309	174.366045763309	
3	C	2	0.1456	sample	4	100	TRUE	50.21185103523	100	LLQ
3	C	3	0.1731	sample	4	100	TRUE	62.0001638302106	100	LLQ
3	C	4	0.371	sample	5	100	TRUE	157.021363426442	157.021363426442	
3	C	5	0.1377	sample	5	100	TRUE	46.9109486489457	100	LLQ
3	C	6	0.1616	sample	5	100	TRUE	57.0164582773777	100	LLQ
3	C	7	0.1919	sample	6	100	TRUE	70.3031587273015	100	LLQ
3	C	8	0.2003	sample	6	100	TRUE	74.0720866747584	100	LLQ
3	C	9	0.2129	sample	6	100	TRUE	79.7903356306335	100	LLQ
3	C	10	0.802	sample	7	100	TRUE	401.849610308018	401.849610308018	
3	C	11	0.3058	sample	7	100	TRUE	124.063630977423	124.063630977423	
3	C	12	0.2921	sample	7	100	TRUE	117.322193450395	117.322193450395	
3	D	1	0.7811	sample	8	100	TRUE	389.121268205655	389.121268205655	
3	D	2	0.3011	sample	8	100	TRUE	121.74326636305	121.74326636305	
3	D	3	0.3097	sample	8	100	TRUE	125.994981984385	125.994981984385	
3	D	4	0.1874	sample	9	100	TRUE	68.2988029374925	100	LLQ
3	D	5	0.4605	sample	9	100	TRUE	204.345049372359	204.345049372359	
3	D	6	0.1609	sample	9	100	TRUE	56.7155484591985	100	LLQ
3	D	7	0.3426	sample	10	100	TRUE	142.49495534824	142.49495534824	
3	D	8	0.3267	sample	10	100	TRUE	134.475305412176	134.475305412176	
3	D	9	0.3343	sample	10	100	TRUE	138.298185387964	138.298185387964	
3	D	10	0.3862	sample	11	100	TRUE	164.89793677808	164.89793677808	
3	D	11	0.4518	sample	11	100	TRUE	199.648966201676	199.648966201676	
3	D	12	0.4187	sample	11	100	TRUE	181.965476019759	181.965476019759	
3	E	1	3.3324	recombinant	Hu 10	1	TRUE	22.8078638997516	20	ULQ
3	E	2	3.3741	recombinant	Hu 10	1	TRUE	23.1562347604707	20	ULQ
3	E	3	3.4085	recombinant	Hu 10	1	TRUE	23.4443307958292	20	ULQ
3	E	4	1.4534	recombinant	Hu 3	1	TRUE	8.29486701659951	8.29486701659951	
3	E	5	1.4657	recombinant	Hu 3	1	TRUE	8.38051484267777	8.38051484267777	
3	E	6	1.4349	recombinant	Hu 3	1	TRUE	8.16634603172063	8.16634603172063	
3	E	7	0.525	recombinant	Hu 1	1	TRUE	2.39749938530628	2.39749938530628	
3	E	8	0.5221	recombinant	Hu 1	1	TRUE	2.38136621264365	2.38136621264365	
3	E	9	0.5058	recombinant	Hu 1	1	TRUE	2.29105397349377	2.29105397349377	
3	E	10	1.9038	control	poscon hi	1	TRUE	11.5269491948145	11.5269491948145	
3	E	11	0.5401	control	poscon lo	1	TRUE	2.48181675509752	2.48181675509752	
3	E	12	0.1596	control	negcon	1	TRUE	0.561574767680429	1	LLQ
3	F	1	0.1295	recombinant	Mo 10	1	FALSE	0.435283234512988	1	LLQ
3	F	2	0.1253	recombinant	Mo 10	1	FALSE	0.41813658976514	1	LLQ
3	F	3	0.1237	recombinant	Mo 10	1	FALSE	0.411637340642638	1	LLQ
3	F	4	0.1019	recombinant	Mo 3	1	FALSE	0.32500099699974	1	LLQ
3	F	5	0.0991	recombinant	Mo 3	1	FALSE	0.314148333675719	1	LLQ
3	F	6	0.101	recombinant	Mo 3	1	FALSE	0.321505430312201	1	LLQ
3	F	7	0.0889	recombinant	Mo 1	1	FALSE	0.275191243498518	1	LLQ
3	F	8	0.0941	recombinant	Mo 1	1	FALSE	0.294936053694473	1	LLQ
3	F	9	0.1002	recombinant	Mo 1	1	FALSE	0.318403978335727	1	LLQ
3	F	10	1.0284	sample	12	100	TRUE	544.120501647396	544.120501647396	
3	F	11	0.4285	sample	12	100	TRUE	187.170257155969	187.170257155969	
3	F	12	0.4012	sample	12	100	TRUE	172.737724459809	172.737724459809	
3	G	1	0.4304	sample	13	100	TRUE	188.182385993517	188.182385993517	
3	G	2	0.163	sample	13	100	TRUE	57.6191335259834	100	LLQ
3	G	3	0.1513	sample	13	100	TRUE	52.6181196856887	100	LLQ
3	G	4	0.3993	sample	14	100	TRUE	171.741080495946	171.741080495946	
3	G	5	0.1679	sample	14	100	TRUE	59.7373813078445	100	LLQ
3	G	6	0.17	sample	14	100	TRUE	60.6493769707816	100	LLQ
3	G	7	0.4703	sample	15	100	TRUE	209.658189993194	209.658189993194	
3	G	8	0.189	sample	15	100	TRUE	69.0102686815144	100	LLQ
3	G	9	0.1911	sample	15	100	TRUE	69.9460692505434	100	LLQ
3	G	10	0.4775	sample	16	100	TRUE	213.577227349362	213.577227349362	
