plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
9	A	1	0.5745	control	poscon lo	1	TRUE	3.50112877268982	3.50112877268982	
9	A	2	2.8093	standard	20	1	TRUE	20.8472212683511	20	ULQ
9	A	3	0.0634	sample	44F	50	TRUE	14.6961694460717	50	LLQ
9	A	4	0.3444	sample	1921	1	TRUE	1.96972875457493	1.96972875457493	
9	A	5	0.0572	control	negcon	1	FALSE	0.261815412599703	1	LLQ
9	B	1	1.8842	control	poscon hi	1	TRUE	13.3061400687359	13.3061400687359	
9	B	2	2.6541	standard	20	1	TRUE	19.5571175120808	19.5571175120808	
9	B	3	0.0575	sample	44F	50	TRUE	13.1679729280738	50	LLQ
9	B	4	0.3228	sample	1921	1	TRUE	1.83141335514641	1.83141335514641	
9	B	5	0.2668	sample	v1187.3	100	TRUE	147.832874754506	147.832874754506	
9	C	1	0.3687	standard	2	1	TRUE	2.12662317367881	2.12662317367881	
9	C	2	0.1858	standard	1	1	TRUE	0.984311037863651	1	LLQ
9	C	3	0.059	sample	44F	10	TRUE	2.71094597088257	10	LLQ
9	C	4	0.1112	sample	1921	10	TRUE	5.52749124695653	10	LLQ
9	C	5	0.2619	sample	v1187.3	100	TRUE	144.784403048541	144.784403048541	
9	D	1	0.3523	standard	2	1	TRUE	2.02058948805634	2.02058948805634	
9	D	2	0.1877	standard	1	1	TRUE	0.995632788542834	1	LLQ
9	D	3	0.0622	sample	44F	10	TRUE	2.87677249003879	10	LLQ
9	D	4	0.1182	sample	1921	10	TRUE	5.92012054038848	10	LLQ
9	D	5	0.2605	sample	v1187.3	100	TRUE	143.914704500055	143.914704500055	
9	E	1	0.6593	standard	4	1	TRUE	4.0871490757361	4.0871490757361	
9	E	2	0.6456	standard	4	1	TRUE	3.99180515901177	3.99180515901177	
9	E	3	0.0602	sample	41M	50	TRUE	13.8650166321436	50	LLQ
9	E	4	3.4143	sample	1839	1	TRUE	25.9574531598788	20	ULQ
9	E	5	1.5539	sample	v1202.1	1	TRUE	10.7142518641383	10.7142518641383	
9	F	1	0.757	standard	5	1	TRUE	4.77397238404531	4.77397238404531	
9	F	2	0.76	standard	5	1	TRUE	4.79524449712446	4.79524449712446	
9	F	3	0.0592	sample	41M	50	TRUE	13.6063903773918	50	LLQ
9	F	4	3.4723	sample	1839	1	TRUE	26.4536366731874	20	ULQ
9	F	5	1.6391	sample	v1202.1	1	TRUE	11.376817578131	11.376817578131	
9	G	1	1.4232	standard	10	1	TRUE	9.7066648727172	9.7066648727172	
9	G	2	1.498	standard	10	1	TRUE	10.2819684829042	10.2819684829042	
9	G	3	0.0787	sample	41M	10	TRUE	3.74773860656253	10	LLQ
9	G	4	0.796	sample	1839	10	TRUE	50.5131266839624	50.5131266839624	
9	G	5	0.2569	sample	v1202.1	10	TRUE	14.1681005655867	14.1681005655867	
9	H	1	2.748			1	TRUE	20.3365785831056	20	ULQ
9	H	2	2.8163			1	TRUE	20.9056214087882	20	ULQ
9	H	3	0.0725	sample	41M	10	TRUE	3.41751653432683	10	LLQ
9	H	4	0.7184	sample	1839	10	TRUE	45.012172613994	45.012172613994	
9	H	5	0.2241	sample	v1202.1	10	TRUE	12.1514596707583	12.1514596707583	
