plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
30	A	1	3.4775	sample	recomb-standard-20ng/mL	1	TRUE	32.2761083028725	20	ULQ
30	A	2	3.4912	sample	recomb-standard-10ng/mL	1	TRUE	32.4078394121376	20	ULQ
30	A	3	3.0887	sample	recomb-standard-5ng/mL	1	TRUE	28.5456915142724	20	ULQ
30	A	4	1.9309	sample	recomb-standard-3ng/mL	1	TRUE	17.5467989424104	17.5467989424104	
30	A	5	1.3555	sample	recomb-standard-2ng/mL	1	TRUE	12.1624009084484	12.1624009084484	
30	A	6	0.5357	sample	recomb-standard-1ng/mL	1	TRUE	4.6490296243074	4.6490296243074	
30	A	7	0.3492	sample	recomb-standard-0.5ng/mL	1	TRUE	2.98428747995417	2.98428747995417	
30	A	8	0.2064	sample	recomb-standard-0.25ng/mL	1	TRUE	1.73091193713164	1.73091193713164	
30	A	9	0.1053	sample	recomb-standard-0.125ng/mL	1	TRUE	0.861979818904902	1	LLQ
30	A	10	0.0562	sample	recomb-standard-0ng/mL	1	TRUE	0.449792271263999	1	LLQ
30	A	11	1.5966	control	poscon hi	1	TRUE	14.4101723378248	14.4101723378248	
30	A	12	0.3239	control	poscon lo	1	TRUE	2.76060550425863	2.76060550425863	
30	B	1	3.3787	sample	recomb-standard-20ng/mL	1	TRUE	31.3266620702427	20	ULQ
30	B	2	3.4385	sample	recomb-standard-10ng/mL	1	TRUE	31.9012096127731	20	ULQ
30	B	3	2.8742	sample	recomb-standard-5ng/mL	1	TRUE	26.4947145893158	20	ULQ
30	B	4	1.7767	sample	recomb-standard-3ng/mL	1	TRUE	16.0973407684601	16.0973407684601	
30	B	5	1.1559	sample	recomb-standard-2ng/mL	1	TRUE	10.3123027967861	10.3123027967861	
30	B	6	0.4562	sample	recomb-standard-1ng/mL	1	TRUE	3.93632060427987	3.93632060427987	
30	B	7	0.2666	sample	recomb-standard-0.5ng/mL	1	TRUE	2.25640532441469	2.25640532441469	
30	B	8	0.1452	sample	recomb-standard-0.25ng/mL	1	TRUE	1.20239319744455	1.20239319744455	
30	B	9	0.0782	sample	recomb-standard-0.125ng/mL	1	TRUE	0.633336923971625	1	LLQ
30	B	10	0.0306	sample	recomb-standard-0ng/mL	1	FALSE	0.239615917598798	1	LLQ
30	B	11	0.0397	control	negcon	1	TRUE	0.313794508063932	1	LLQ
30	B	12	0.0299	control	negcon	1	FALSE	0.233940006348511	1	LLQ
30	C	1	3.4248	sample	recomb-standard-20ng/mL	1	TRUE	31.7695505826711	20	ULQ
30	C	2	3.4167	sample	recomb-standard-10ng/mL	1	TRUE	31.6917172742688	20	ULQ
30	C	3	2.7067	sample	recomb-standard-5ng/mL	1	TRUE	24.8969357217461	20	ULQ
30	C	4	1.5977	sample	recomb-standard-3ng/mL	1	TRUE	14.42045709827	14.42045709827	
30	C	5	1.1169	sample	recomb-standard-2ng/mL	1	TRUE	9.95209179183173	9.95209179183173	
30	C	6	0.4479	sample	recomb-standard-1ng/mL	1	TRUE	3.86215652527764	3.86215652527764	
30	C	7	0.2394	sample	recomb-standard-0.5ng/mL	1	TRUE	2.01837895946114	2.01837895946114	
30	C	8	0.1304	sample	recomb-standard-0.25ng/mL	1	TRUE	1.07567423399528	1.07567423399528	
30	C	9	0.1381			1	TRUE	1.14154136205412	1.14154136205412	
30	C	10	0.0756	sample	recomb-standard-0.125ng/mL	1	TRUE	0.611536632349629	1	LLQ
30	C	11	0.0311	sample	recomb-standard-0ng/mL	1	FALSE	0.243673002138547	1	LLQ
30	C	12	0.0404	control	negcon	1	TRUE	0.319527913490889	1	LLQ
30	D	1	3.3961	sample	recomb-standard-20ng/mL	1	TRUE	31.4938007260433	20	ULQ
30	D	2	3.4088	sample	recomb-standard-10ng/mL	1	TRUE	31.6158121587335	20	ULQ
30	D	3	2.8315	sample	recomb-standard-5ng/mL	1	TRUE	26.0870745989249	20	ULQ
30	D	4	1.744	sample	recomb-standard-3ng/mL	1	TRUE	15.7905329275543	15.7905329275543	
30	D	5	1.1318	sample	recomb-standard-2ng/mL	1	TRUE	10.0896583913551	10.0896583913551	
30	D	6	0.4438	sample	recomb-standard-1ng/mL	1	TRUE	3.82553940910174	3.82553940910174	
30	D	7	0.2684	sample	recomb-standard-0.5ng/mL	1	TRUE	2.27218888873741	2.27218888873741	
30	D	8	0.1545	sample	recomb-standard-0.25ng/mL	1	TRUE	1.28226162785653	1.28226162785653	
30	D	9	0.0938	sample	recomb-standard-0.125ng/mL	1	TRUE	0.764659063755719	1	LLQ
30	D	10	0.0469	sample	recomb-standard-0ng/mL	1	TRUE	0.372929814441828	1	LLQ
30	D	11	1.1378	sample	v1205.6+C-IPC	50	TRUE	507.253637850026	507.253637850026	
30	D	12	1.0832	sample	v1205.6+C-IPC	50	TRUE	482.059780824205	482.059780824205	
30	E	1	3.4253	sample	recomb-standard-20ng/mL	1	TRUE	31.7743553246804	20	ULQ
30	E	2	3.4137	sample	recomb-standard-10ng/mL	1	TRUE	31.6628918037735	20	ULQ
30	E	3	2.7706	sample	recomb-standard-5ng/mL	1	TRUE	25.5060690902784	20	ULQ
30	E	4	1.6672	sample	recomb-standard-3ng/mL	1	TRUE	15.0707756214283	15.0707756214283	
30	E	5	1.0944	sample	recomb-standard-2ng/mL	1	TRUE	9.74448214912088	9.74448214912088	
30	E	6	0.4293	sample	recomb-standard-1ng/mL	1	TRUE	3.69613803914123	3.69613803914123	
30	E	7	0.255	sample	recomb-standard-0.5ng/mL	1	TRUE	2.15478192041131	2.15478192041131	
30	E	8	0.1492	sample	recomb-standard-0.25ng/mL	1	TRUE	1.23672336000732	1.23672336000732	
30	E	9	0.0754	sample	recomb-standard-0.125ng/mL	1	TRUE	0.609860790224479	1	LLQ
30	E	10	0.0352	sample	recomb-standard-0ng/mL	1	FALSE	0.277026391126778	1	LLQ
30	E	11	1.0291	sample	v1205.6+C-IPC	50	TRUE	457.141589633255	457.141589633255	
30	E	12	0.9692	sample	v1205.6+C-IPC	50	TRUE	429.606901976766	429.606901976766	
30	F	1	0.3662	sample	v1202.1+PrP5-0ng/mL	25	TRUE	78.372942385614	78.372942385614	
30	F	2	0.3121	sample	v1202.1+PrP5-0ng/mL	25	TRUE	66.4122770061979	66.4122770061979	
30	F	3	0.4836	sample	v1202.1+PrP5-0.5ng/mL	25	TRUE	104.537277004876	104.537277004876	
30	F	4	0.4914	sample	v1202.1+PrP5-0.5ng/mL	25	TRUE	106.284416905109	106.284416905109	
30	F	5	0.5599	sample	v1202.1+PrP5-1ng/mL	25	TRUE	121.669090584275	121.669090584275	
30	F	6	0.5221	sample	v1202.1+PrP5-1ng/mL	25	TRUE	113.170517018603	113.170517018603	
30	F	7	1.0145	sample	v1202.1+PrP5-2ng/mL	25	TRUE	225.212429530595	225.212429530595	
30	F	8	0.9901	sample	v1202.1+PrP5-2ng/mL	25	TRUE	219.603704650485	219.603704650485	
30	F	9	1.201	sample	v1202.1+PrP5-3ng/mL	25	TRUE	268.23495561252	268.23495561252	
30	F	10	1.1069	sample	v1202.1+PrP5-3ng/mL	25	TRUE	246.495052862035	246.495052862035	
30	F	11	0.0286	control	blocking	1	FALSE	0.223411768171155	1	LLQ
30	F	12	0.0232	control	blocking	1	FALSE	0.179872321363856	1	LLQ
30	G	1	0.5404	sample	v1205.6+PrP5-0ng/mL	100	TRUE	469.128965620997	469.128965620997	
30	G	2	0.4999	sample	v1205.6+PrP5-0ng/mL	100	TRUE	432.757941141282	432.757941141282	
30	G	3	0.6789	sample	v1205.6+PrP5-0.5ng/mL	100	TRUE	594.211843200901	594.211843200901	
30	G	4	0.6799	sample	v1205.6+PrP5-0.5ng/mL	100	TRUE	595.118556633783	595.118556633783	
30	G	5	0.7639	sample	v1205.6+PrP5-1ng/mL	100	TRUE	671.447138614929	671.447138614929	
30	G	6	0.6953	sample	v1205.6+PrP5-1ng/mL	100	TRUE	609.087950857441	609.087950857441	
