plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
33	A	1	0.055	standard	1	1	TRUE	1.05312106678144	1	LLQ
33	A	2	0.121	standard	2	1	TRUE	2.07318308157449	2.07318308157449	
33	A	3	0.272	standard	4	1	TRUE	4.15755960076422	4.15755960076422	
33	A	4	0.37	standard	5	1	TRUE	5.41547065974936	5.41547065974936	
33	A	5	0.783	standard	10	1	TRUE	10.3112104953482	10.3112104953482	
33	A	6	1.635	standard	20	1	TRUE	19.4087298677685	19.4087298677685	
33	A	7	0.059	standard	1	1	TRUE	1.11858825571343	1.11858825571343	
33	A	8	0.087	standard	2	1	TRUE	1.56158063912316	1.56158063912316	
33	A	9	0.246	standard	4	1	TRUE	3.81377198123015	3.81377198123015	
33	A	10	0.321	standard	5	1	TRUE	4.79330933269422	4.79330933269422	
33	A	11	0.797	standard	10	1	TRUE	10.4693907161596	10.4693907161596	
33	A	12	1.64	standard	20	1	TRUE	19.4597070712271	20	ULQ
33	B	1	0.932	control	poscon hi	1	TRUE	11.9756916417634	11.9756916417634	
33	B	2	0.197	control	poscon lo	1	TRUE	3.1512496262634	3.1512496262634	
33	B	3	-0.00600000000000001	control	negcon	1	FALSE	0	1	LLQ
33	B	4	0.001	control	blocking	1	TRUE	0.0336832415137699	1	LLQ
33	B	5	0.68	sample	v1205.6+C-IPC	50	TRUE	456.7306856358	456.7306856358	
33	B	6	0.66	sample	v1205.6+C-IPC	50	TRUE	445.166611279311	445.166611279311	
33	B	7	0.76	sample	v1205.6+C-IPC	50	TRUE	502.523630022387	502.523630022387	
33	B	8	0.687	sample	v1205.6+C-IPC	50	TRUE	460.766726086236	460.766726086236	
33	B	9	0.349	sample	pool-std	50	TRUE	257.517423308348	257.517423308348	
33	B	10	0.337	sample	pool-std	50	TRUE	249.892286253274	249.892286253274	
33	B	11	2.168	sample	pool-std	10	TRUE	247.324318548743	200	ULQ
33	B	12	2.047	sample	pool-std	10	TRUE	235.418613369141	200	ULQ
33	C	1	0.253	sample	pool-1mL	50	TRUE	195.340659239995	195.340659239995	
