plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
13	A	1	2.2947	standard	20	1	TRUE	22.1517558488276	20	ULQ
13	A	2	1.1686	standard	10	1	TRUE	10.5074161685242	10.5074161685242	
13	A	3	0.6589	standard	5	1	TRUE	5.57765962364714	5.57765962364714	
13	A	4	0.4335	standard	4	1	TRUE	3.51139126200093	3.51139126200093	
13	A	5	0.2627	standard	2	1	TRUE	2.01859693073363	2.01859693073363	
13	A	6	0.1588	standard	1	1	TRUE	1.15724600947606	1.15724600947606	
13	A	7	2.2597	standard	20	1	TRUE	21.7786168797406	20	ULQ
13	A	8	1.2169	standard	10	1	TRUE	10.9884552390348	10.9884552390348	
13	A	9	0.6404	standard	5	1	TRUE	5.40482641781775	5.40482641781775	
13	A	10	0.4793	standard	4	1	TRUE	3.92364326141904	3.92364326141904	
13	A	11	0.2784	standard	2	1	TRUE	2.15234896648985	2.15234896648985	
13	A	12	0.1623	standard	1	1	TRUE	1.18546972997374	1.18546972997374	
13	B	1	2.0337	standard	20	1	TRUE	19.3842301676945	19.3842301676945	
13	B	2	1.1367	standard	10	1	TRUE	10.1908519405371	10.1908519405371	
13	B	3	0.5488	standard	5	1	TRUE	4.5570848982806	4.5570848982806	
13	B	4	0.4557	standard	4	1	TRUE	3.71067210646335	3.71067210646335	
13	B	5	0.2488	standard	2	1	TRUE	1.90087858197227	1.90087858197227	
13	B	6	0.1439	standard	1	1	TRUE	1.0378420400374	1	LLQ
13	B	7	2.0383	standard	20	1	TRUE	19.4326966959234	19.4326966959234	
13	B	8	1.1355	standard	10	1	TRUE	10.178961649721	10.178961649721	
13	B	9	0.5841	standard	5	1	TRUE	4.88214159762525	4.88214159762525	
13	B	10	0.4745	standard	4	1	TRUE	3.88023580101731	3.88023580101731	
13	B	11	0.2575			1	TRUE	1.97447970689554	1.97447970689554	
13	B	12	0.1624	standard	1	1	TRUE	1.18627707053512	1.18627707053512	
13	C	1	2.0659	standard	20	1	TRUE	19.7237368988931	19.7237368988931	
13	C	2	1.0385	standard	10	1	TRUE	9.22231962770559	9.22231962770559	
13	C	3	0.5416	standard	5	1	TRUE	4.49104976619424	4.49104976619424	
13	C	4	0.3977	standard	4	1	TRUE	3.1923085632262	3.1923085632262	
13	C	5	0.2299	standard	2	1	TRUE	1.74193042637427	1.74193042637427	
