plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
26	A	1	3.3373	standard	20	1	TRUE	22.9147883440906	20	ULQ
26	A	2	0.0739	control	blocking	1	TRUE	0.199131232750152	1	LLQ
26	A	3	1.965	sample	v1205.6+C-IPC	50	TRUE	592.355345909368	592.355345909368	
26	A	4	1.8896	sample	v1205.6+C-IPC	50	TRUE	564.180533414466	564.180533414466	
26	A	5	0.5521	sample	v1360.1	50	TRUE	121.867407990487	121.867407990487	
26	A	6	0.5291	sample	v1360.1	50	TRUE	115.576869503813	115.576869503813	
26	B	1	2.0128	standard	10	1	TRUE	12.2071090447815	12.2071090447815	
26	B	2	0.0672	control	blocking	1	FALSE	0.17690151597184	1	LLQ
26	B	3	1.2345	sample	v1202.1+PrP5-0ng/mL	10	TRUE	66.4023294587979	66.4023294587979	
26	B	4	1.2024	sample	v1202.1+PrP5-0ng/mL	10	TRUE	64.2587472637885	64.2587472637885	
26	B	5	1.7887	sample	v1360.2	10	TRUE	105.381675059857	105.381675059857	
26	B	6	1.7689	sample	v1360.2	10	TRUE	103.930763071451	103.930763071451	
26	C	1	1.0075	standard	5	1	TRUE	5.15553463050958	5.15553463050958	
26	C	2	0.4112	standard	1	1	TRUE	1.6886467977161	1.6886467977161	
26	C	3	2.1589	sample	v1202.1+PrP5-2ng/mL	10	TRUE	133.203449179231	133.203449179231	
26	C	4	2.1747	sample	v1202.1+PrP5-2ng/mL	10	TRUE	134.418710584132	134.418710584132	
26	C	5	0.4222	sample	v1360.2	50	TRUE	87.2546392401422	87.2546392401422	
26	C	6	0.4419	sample	v1360.2	50	TRUE	92.3541529653555	92.3541529653555	
26	D	1	0.8375	standard	4	1	TRUE	4.09553215913913	4.09553215913913	
26	D	2	0.4235	standard	2	1	TRUE	1.75178774591791	1.75178774591791	
26	D	3	3.2263	sample	v1202.1+PrP5-5ng/mL	10	TRUE	219.69439200362	200	ULQ
26	D	4	3.2316	sample	v1202.1+PrP5-5ng/mL	10	TRUE	220.143983459534	200	ULQ
26	D	5	0.8373	sample	v1360.3	10	TRUE	40.9431405836277	40.9431405836277	
26	D	6	0.7115	sample	v1360.3	10	TRUE	33.4285290127597	33.4285290127597	
26	E	1	0.439	standard	2	1	TRUE	1.83199788624795	1.83199788624795	
26	E	2	0.7118	standard	4	1	TRUE	3.34460850511239	3.34460850511239	
26	E	3	3.5293	sample	v1202.1+PrP5-10ng/mL	10	TRUE	245.681785557801	200	ULQ
26	E	4	3.4567	sample	v1202.1+PrP5-10ng/mL	10	TRUE	239.403258981303	200	ULQ
26	E	5	0.2112	sample	v1360.3	50	TRUE	36.8226203918	50	LLQ
26	E	6	0.1981	sample	v1360.3	50	TRUE	33.9999515852788	50	LLQ
26	F	1	0.2515	standard	1	1	TRUE	0.915393373940122	1	LLQ
26	F	2	0.9058	standard	5	1	TRUE	4.51560744266647	4.51560744266647	
26	F	3	0.0757	sample	rat418	10	TRUE	2.05190170932965	10	LLQ
26	F	4	0.0708	sample	rat418	10	TRUE	1.88781456707745	10	LLQ
26	F	5	1.8718	sample	v1360.4	10	TRUE	111.513791445871	111.513791445871	
26	F	6	1.8062	sample	v1360.4	10	TRUE	106.667334736788	106.667334736788	
26	G	1	2.1772	control	poscon hi	1	TRUE	13.4611197879151	13.4611197879151	
26	G	2	1.4853	standard	10	1	TRUE	8.36035962542567	8.36035962542567	
26	G	3	0.0729	sample	rat419	10	TRUE	1.9578072248021	10	LLQ
26	G	4	0.0735	sample	rat419	10	TRUE	1.97789684376883	10	LLQ
26	G	5	0.3901	sample	v1360.4	50	TRUE	79.0706928530973	79.0706928530973	
26	G	6	0.3828	sample	v1360.4	50	TRUE	77.2320412716748	77.2320412716748	
26	H	1	0.5907	control	poscon lo	1	TRUE	2.65137862120753	2.65137862120753	
26	H	2	2.663	standard	20	1	TRUE	17.2992702798795	17.2992702798795	
26	H	3	1.4876	sample	v1360.1	10	TRUE	83.7648692124605	83.7648692124605	
26	H	4	1.4176	sample	v1360.1	10	TRUE	78.8843275205308	78.8843275205308	
26	H	5	1.0914	sample	v1205.6+C-IPC	50	TRUE	284.780781275322	284.780781275322	
26	H	6	1.1371	sample	v1205.6+C-IPC	50	TRUE	299.708272126087	299.708272126087	
