plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
17	A	1	0.8557	control	poscon lo	1	TRUE	4.591073153038	4.591073153038	
17	A	2	0.1304	control	blocking-tween	1	TRUE	0.442237358327706	1	LLQ
17	A	3	0.5719	sample	v1208.1-noTx-water-1	50	TRUE	139.063529597279	139.063529597279	
17	A	4	0.5799	sample	v1208.1-noTx-water-1	50	TRUE	141.487232845659	141.487232845659	
17	A	5	0.8512	sample	v1208.1-noTx-CHAPS-3	50	TRUE	228.053091294097	228.053091294097	
17	A	6	0.8529	sample	v1208.1-noTx-CHAPS-3	50	TRUE	228.619745146466	228.619745146466	
17	A	7	0.7308	sample	v1208.1-3xTx-CHAPS-2	50	TRUE	188.648640547427	188.648640547427	
17	B	1	2.304	control	poscon hi	1	TRUE	15.7383310694091	15.7383310694091	
17	B	2	0.1135	control	blocking-chaps	1	TRUE	0.372113623592417	1	LLQ
17	B	3	0.6273	sample	v1208.1-noTx-water-2	50	TRUE	156.012441950958	156.012441950958	
17	B	4	0.6135	sample	v1208.1-noTx-water-2	50	TRUE	151.75499667346	151.75499667346	
17	B	5	0.1485	sample	v1208.1-3xTx-water-1	50	TRUE	25.9918909249207	50	LLQ
17	B	6	0.1649	sample	v1208.1-3xTx-water-1	50	TRUE	29.6090621682215	50	LLQ
17	B	7	0.7232	sample	v1208.1-3xTx-CHAPS-2	50	TRUE	186.211530051752	186.211530051752	
17	C	1	0.3201	standard	1	1	TRUE	1.35131564232333	1.35131564232333	
17	C	2	0.2487	standard	1	1	TRUE	0.987236955153775	1	LLQ
17	C	3	0.4648	sample	v1208.1-noTx-water-3	50	TRUE	107.44889620744	107.44889620744	
17	C	4	0.4113	sample	v1208.1-noTx-water-3	50	TRUE	92.2880973482456	92.2880973482456	
17	C	5	0.1633	sample	v1208.1-3xTx-water-2	50	TRUE	29.2521448780486	50	LLQ
17	C	6	0.1726	sample	v1208.1-3xTx-water-2	50	TRUE	31.3384426426297	50	LLQ
17	C	7	0.6148	sample	v1208.1-3xTx-CHAPS-3	50	TRUE	152.155072951634	152.155072951634	
17	D	1	0.4568	standard	2	1	TRUE	2.10306885507713	2.10306885507713	
17	D	2	0.3798	standard	2	1	TRUE	1.67160906552401	1.67160906552401	
17	D	3	0.8417	sample	v1208.1-noTx-Tween-1	50	TRUE	224.891586340451	224.891586340451	
17	D	4	0.8401	sample	v1208.1-noTx-Tween-1	50	TRUE	224.359975219151	224.359975219151	
17	D	5	0.1514	sample	v1208.1-3xTx-water-3	50	TRUE	26.6247339715732	50	LLQ
17	D	6	0.1581	sample	v1208.1-3xTx-water-3	50	TRUE	28.0980785952141	50	LLQ
17	D	7	0.5921	sample	v1208.1-3xTx-CHAPS-3	50	TRUE	145.199074899227	145.199074899227	
17	E	1	0.7472	standard	4	1	TRUE	3.8785737518035	3.8785737518035	
17	E	2	0.6709	standard	4	1	TRUE	3.39224434228282	3.39224434228282	
17	E	3	0.6886	sample	v1208.1-noTx-Tween-2	50	TRUE	175.195851181291	175.195851181291	
17	E	4	0.7463	sample	v1208.1-noTx-Tween-2	50	TRUE	193.638189817254	193.638189817254	
17	E	5	0.6534	sample	v1208.1-3xTx-Tween-1	50	TRUE	164.126873759995	164.126873759995	
17	E	6	0.7065	sample	v1208.1-3xTx-Tween-1	50	TRUE	180.878279633359	180.878279633359	
17	E	7	0.4514	sample	v1187.3-Tweenblock	100	TRUE	207.219066495923	207.219066495923	
17	F	1	0.9663	standard	5	1	TRUE	5.34043008041317	5.34043008041317	
17	F	2	0.8935	standard	5	1	TRUE	4.84467390338263	4.84467390338263	
17	F	3	0.6786	sample	v1208.1-noTx-Tween-3	50	TRUE	172.036897262097	172.036897262097	
17	F	4	0.7906	sample	v1208.1-noTx-Tween-3	50	TRUE	208.036986574339	208.036986574339	
17	F	5	0.585	sample	v1208.1-3xTx-Tween-2	50	TRUE	143.036611543	143.036611543	
17	F	6	0.6656	sample	v1208.1-3xTx-Tween-2	50	TRUE	167.947214927779	167.947214927779	
17	F	7	0.4482	sample	v1187.3-Tweenblock	100	TRUE	205.393486511504	205.393486511504	
17	G	1	1.6729	standard	10	1	TRUE	10.569431149649	10.569431149649	
17	G	2	1.3908	standard	10	1	TRUE	8.40021391283291	8.40021391283291	
17	G	3	0.4644	sample	v1208.1-noTx-CHAPS-1	50	TRUE	107.333893211717	107.333893211717	
17	G	4	0.5388	sample	v1208.1-noTx-CHAPS-1	50	TRUE	129.124164907946	129.124164907946	
17	G	5	0.5482	sample	v1208.1-3xTx-Tween-3	50	TRUE	131.932089162807	131.932089162807	
17	G	6	0.6058	sample	v1208.1-3xTx-Tween-3	50	TRUE	149.389562247305	149.389562247305	
17	G	7	0.3312	sample	v1187.3-CHAPSblock	100	TRUE	140.984440954156	140.984440954156	
17	H	1	3.1565	standard	20	1	TRUE	23.2818994576537	20	ULQ
17	H	2	2.7252	standard	20	1	TRUE	19.393367318031	19.393367318031	
17	H	3	0.5231	sample	v1208.1-noTx-CHAPS-2	50	TRUE	124.460992751868	124.460992751868	
17	H	4	0.593	sample	v1208.1-noTx-CHAPS-2	50	TRUE	145.473643352523	145.473643352523	
17	H	5	0.4084	sample	v1208.1-3xTx-CHAPS-1	50	TRUE	91.4794303057841	91.4794303057841	
17	H	6	0.4595	sample	v1208.1-3xTx-CHAPS-1	50	TRUE	105.927071203974	105.927071203974	
17	H	7	0.2938	sample	v1187.3-CHAPSblock	100	TRUE	121.463113860856	121.463113860856	
