plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
5	A	1	3.3495	standard	20	1	TRUE	20.5420316916954	20	ULQ
5	A	2	2.0453	standard	10	1	TRUE	11.3047293612849	11.3047293612849	
5	A	3	1.0836	standard	5	1	TRUE	5.23856453865978	5.23856453865978	
5	A	4	0.8598	standard	4	1	TRUE	3.95877093251929	3.95877093251929	
5	A	5	0.4305	standard	2	1	TRUE	1.7131830093811	1.7131830093811	
5	A	6	0.3262	standard	1	1	TRUE	1.22437450373138	1.22437450373138	
5	A	7	2.1113	control	poscon hi	1	TRUE	11.7479146104419	11.7479146104419	
5	A	8	0.6606	control	poscon lo	1	TRUE	2.87721602323426	2.87721602323426	
5	A	9	0.0879	control	negcon	1	FALSE	0.250244277088988	1	LLQ
5	A	10	2.2003	control	poscon hi	1	TRUE	12.3501706920596	12.3501706920596	
5	A	11	0.6516	control	poscon lo	1	TRUE	2.82982174526164	2.82982174526164	
5	A	12	0.1009	control	negcon	1	TRUE	0.295729347207872	1	LLQ
5	B	1	1.9338	control	poscon hi	1	TRUE	10.5628825180729	10.5628825180729	
5	B	2	0.5997	control	poscon lo	1	TRUE	2.55925165450796	2.55925165450796	
5	B	3	0.0945	control	negcon	1	FALSE	0.273171608892347	1	LLQ
5	B	4	2.0916	control	poscon hi	1	TRUE	11.6153204104639	11.6153204104639	
5	B	5	0.6292	control	poscon lo	1	TRUE	2.71246424321546	2.71246424321546	
5	B	6	0.0975	control	negcon	1	TRUE	0.283706735171561	1	LLQ
5	B	7	3.0855	standard	20	1	TRUE	18.5982750589445	18.5982750589445	
5	B	8	1.9072	standard	10	1	TRUE	10.3872131789853	10.3872131789853	
5	B	9	0.9818	standard	5	1	TRUE	4.64872641296622	4.64872641296622	
5	B	10	0.7865	standard	4	1	TRUE	3.5538868611584	3.5538868611584	
5	B	11	0.4811	standard	2	1	TRUE	1.95992790329701	1.95992790329701	
5	B	12	0.2789	standard	1	1	TRUE	1.01282942276813	1	LLQ
5	C	1	0.61	sample	v1187.3	100	TRUE	261.256967636808	261.256967636808	
5	C	2	0.7209	sample	v1187.3	100	TRUE	319.820498800909	319.820498800909	
5	C	3	0.6805	sample	v1187.3	100	TRUE	298.249190562928	298.249190562928	
5	C	4	0.6946	sample	v1187.3	100	TRUE	305.747933573971	305.747933573971	
5	C	5	0.6459	sample	v1187.3	100	TRUE	279.987654854004	279.987654854004	
5	C	6	0.678	sample	v1187.3	100	TRUE	296.923022249809	296.923022249809	
5	C	7	0.7106	sample	v1187.3	100	TRUE	314.2960704766	314.2960704766	
5	C	8	0.7362	sample	v1187.3	100	TRUE	328.057396245819	328.057396245819	
5	C	9	0.6305	sample	v1187.3	100	TRUE	271.925141812215	271.925141812215	
5	C	10	0.6752	sample	v1187.3	100	TRUE	295.438937244865	295.438937244865	
5	C	11	0.7144	sample	v1187.3	100	TRUE	316.332257148139	316.332257148139	
5	C	12	0.7169	sample	v1187.3	100	TRUE	317.673100125706	317.673100125706	
5	D	1	0.8777	recombinant	Hu 10	1	TRUE	4.05877982958502	4.05877982958502	
5	D	2	0.9226	recombinant	Hu 10	1	TRUE	4.31152125641195	4.31152125641195	
5	D	3	0.242	recombinant	Hu 3	1	TRUE	0.85292393194328	1	LLQ
5	D	4	0.3038	recombinant	Hu 3	1	TRUE	1.12332358334701	1.12332358334701	
5	D	5	0.1073	recombinant	Hu 1	1	TRUE	0.318590924978266	1	LLQ
5	D	6	0.1584	recombinant	Hu 1	1	TRUE	0.510561959047968	1	LLQ
5	D	7	0.9082	recombinant	HuSNAP 10	1	TRUE	4.23017503164381	4.23017503164381	
5	D	8	0.944	recombinant	HuSNAP 10	1	TRUE	4.43290508459497	4.43290508459497	
5	D	9	0.2862	recombinant	HuSNAP 3	1	TRUE	1.04501600826612	1	LLQ
5	D	10	0.318	recombinant	HuSNAP 3	1	TRUE	1.18720728545273	1.18720728545273	
5	D	11	0.1499	recombinant	HuSNAP 1	1	TRUE	0.477579054362345	1	LLQ
5	D	12	0.1439	recombinant	HuSNAP 1	1	TRUE	0.454532030343072	1	LLQ
5	E	1	0.5953	sample	1857 supe	25	TRUE	63.4133403910286	63.4133403910286	
5	E	2	0.6672	sample	1857 supe	25	TRUE	72.8014636940364	72.8014636940364	
5	E	3	0.3516	sample	1857 supe	50	TRUE	67.0369408489334	67.0369408489334	
5	E	4	0.3719	sample	1857 supe	50	TRUE	71.7514152019393	71.7514152019393	
5	E	5	0.0822	sample	1857 exo	25	FALSE	5.76831474728923	25	LLQ
5	E	6	0.0996	sample	1857 exo	25	TRUE	7.2780554824945	25	LLQ
5	E	7	0.0649	sample	1857 exo	50	FALSE	8.66596718608971	50	LLQ
5	E	8	0.0757	sample	1857 exo	50	FALSE	10.44145678381	50	LLQ
5	E	9	0.6589	sample	1857 neat	25	TRUE	71.7063320869513	71.7063320869513	
5	E	10	0.7996	sample	1857 neat	25	TRUE	90.6421139405682	90.6421139405682	
5	E	11	0.3323	sample	1857 neat	50	TRUE	62.6075806295203	62.6075806295203	
5	E	12	0.3874	sample	1857 neat	50	TRUE	75.3880116020619	75.3880116020619	
