plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
31	A	1	2.7182	standard	20	1	TRUE	20.1383011695233	20	ULQ
31	A	2	1.4993	standard	10	1	TRUE	10.3901790113184	10.3901790113184	
31	A	3	0.778	standard	5	1	TRUE	5.0087629985237	5.0087629985237	
31	A	4	0.6612	standard	4	1	TRUE	4.17977586662707	4.17977586662707	
31	A	5	0.3185	standard	2	1	TRUE	1.85489099022667	1.85489099022667	
31	A	6	0.2166	standard	1	1	TRUE	1.20800719553307	1.20800719553307	
31	A	7	1.6943	control	poscon hi	1	TRUE	11.9038090965246	11.9038090965246	
31	A	8	0.3994	control	poscon lo	1	TRUE	2.38589828162654	2.38589828162654	
31	A	9	0.0822	control	blocking	1	TRUE	0.411193067684409	1	LLQ
31	B	1	2.6986	standard	20	1	TRUE	19.9768551829671	19.9768551829671	
31	B	2	1.4883	standard	10	1	TRUE	10.305426252464	10.305426252464	
31	B	3	0.7491	standard	5	1	TRUE	4.80225443709821	4.80225443709821	
31	B	4	0.5991	standard	4	1	TRUE	3.74551049670262	3.74551049670262	
31	B	5	0.2972	standard	2	1	TRUE	1.71744636287049	1.71744636287049	
31	B	6	0.1869	standard	1	1	TRUE	1.02525117173545	1	LLQ
31	B	7	0.1772	control	negcon	1	TRUE	0.966243064233151	1	LLQ
31	B	8	0.91	sample	v1205.6+C-IPC	50	TRUE	298.128046070974	298.128046070974	
31	B	9	0.8702	sample	v1205.6+C-IPC	50	TRUE	283.661366152214	283.661366152214	
31	C	1	2.3583	sample	v1385.1	10	TRUE	171.955500416892	171.955500416892	
31	C	2	2.2122	sample	v1385.1	10	TRUE	160.148712829169	160.148712829169	
31	C	3	0.4493	sample	v1385.1	50	TRUE	135.984656006276	135.984656006276	
31	C	4	0.4108	sample	v1385.1	50	TRUE	123.088187054816	123.088187054816	
31	C	5	2.741	sample	v1385.2	10	TRUE	203.262701256091	200	ULQ
31	C	6	2.558	sample	v1385.2	10	TRUE	188.226372527187	188.226372527187	
31	C	7	0.4536	sample	v1385.2	50	TRUE	137.432962450177	137.432962450177	
31	C	8	0.431	sample	v1385.2	50	TRUE	129.838489964202	129.838489964202	
31	C	9	0.0676	control	blocking	1	FALSE	0.330816414531177	1	LLQ
31	D	1	2.7651	sample	v1385.3	10	TRUE	205.251474942133	200	ULQ
31	D	2	2.722	sample	v1385.3	10	TRUE	201.696170787574	200	ULQ
31	D	3	0.5625	sample	v1385.3	50	TRUE	174.594652375972	174.594652375972	
31	D	4	0.4968	sample	v1385.3	50	TRUE	152.06688162664	152.06688162664	
31	D	5	2.3479	sample	v1385.4	10	TRUE	171.112265368793	171.112265368793	
31	D	6	2.5288	sample	v1385.4	10	TRUE	185.838069509646	185.838069509646	
31	D	7	0.4746	sample	v1385.4	50	TRUE	144.528006495924	144.528006495924	
31	D	8	0.4401	sample	v1385.4	50	TRUE	132.891194126741	132.891194126741	
31	D	9	0.0614	control	blocking	1	FALSE	0.297247856172954	1	LLQ
31	E	1	1.3198	sample	v1390.1	10	TRUE	90.1624409617641	90.1624409617641	
31	E	2	1.4586	sample	v1390.1	10	TRUE	100.769462259553	100.769462259553	
31	E	3	0.2501	sample	v1390.1	50	TRUE	70.8770984111726	70.8770984111726	
31	E	4	0.2401	sample	v1390.1	50	TRUE	67.7321710107884	67.7321710107884	
31	E	5	1.7077	sample	v1390.2	10	TRUE	120.085698670715	120.085698670715	
31	E	6	1.7694	sample	v1390.2	10	TRUE	124.921199122958	124.921199122958	
31	E	7	0.3066	sample	v1390.2	50	TRUE	88.898544417375	88.898544417375	
31	E	8	0.2949	sample	v1390.2	50	TRUE	85.1334804619541	85.1334804619541	
31	E	9	0.0595	control	blocking	1	FALSE	0.287034983994446	1	LLQ
