plate	row	col	a750	stype	detail	dilution	mgml	flag
2	A	1	0.2236	standard	2	1	1.29900872911676	
2	A	2	0.2284	standard	1	1	1.33713489733436	
2	A	3	0.1225	standard	.5	1	0.49597631103361	
2	A	4	0.0972	standard	.25	1	0.295019632720022	
2	A	5	0.0742	standard	.125	1	0.112331743344033	
2	A	6	0.0552	standard	0	1	0.1	
2	A	7	0.3222	standard	2	1	1.6	
2	A	8	0.2029	standard	1	1	1.13458962867837	
2	A	9	0.1436	standard	.5	1	0.663572592156799	
2	A	10	0.098	standard	.25	1	0.301373994089622	
2	A	11	0.0742	standard	.125	1	0.112331743344033	
2	A	12	0.0544	standard	0	1	0.1	
2	B	1	0.1848	sample	v1187.3	1	0.990822202691179	
2	B	2	0.1868	sample	v1205.6	1	1.00670810611518	
2	B	3	0.149	sample	v1209.1	1	0.706464531401596	
2	B	4	0.1939	sample	v1234.1	1	1.06310306327037	
2	B	5	0.1702	sample	v1238.5	1	0.874855107695986	
2	B	6	0.161	sample	v1208.1	1	0.801779951945591	
2	B	7	0.1327	sample	v1224.7	1	0.576994418496005	
2	B	8	0.1056	sample	v1202.1	1	0.361740427100818	
2	B	9	0.1049	sample	165.2	1	0.356180360902418	
2	C	1	0.1651	sample	v1187.3	1	0.834346053964788	
2	C	2	0.1665	sample	v1205.6	1	0.845466186361588	
2	C	3	0.136	sample	v1209.1	1	0.603206159145603	
2	C	4	0.1779	sample	v1234.1	1	0.936015835878382	
2	C	5	0.1621	sample	v1238.5	1	0.81051719882879	
2	C	6	0.153	sample	v1208.1	1	0.738236338249594	
2	C	7	0.1161	sample	v1224.7	1	0.445141420076813	
2	C	8	0.0969	sample	v1202.1	1	0.292636747206422	
2	C	9	0.0889	sample	165.2	1	0.229093133510426	
2	D	9	0.1168	sample	1868	1	0.450701486275212	
2	E	1	0.064	sample	1839	1	0.1	
2	E	2	0.0972	sample	1843	1	0.295019632720022	
2	E	3	0.1187	sample	1846	1	0.465793094528011	
2	E	4	0.1004	sample	1847	1	0.32043707819842	
2	E	5	0.1457	sample	1850	1	0.680252790751998	
2	E	6	0.1665	sample	1857	1	0.845466186361588	
2	E	7	0.1196	sample	1859	1	0.472941751068811	
2	E	8	0.0598	sample	1867	1	0.1	
2	E	10	0.1033	sample	1895	1	0.343471638163219	
2	E	11	0.1063	sample	1906	1	0.367300493299218	
2	E	12	0.1533	sample	1907	1	0.740619223763194	
2	F	1	0.0686	sample	1839	1	0.1	
2	F	2	0.0847	sample	1843	1	0.195732736320028	
2	F	3	0.0979	sample	1846	1	0.300579698918422	
2	F	4	0.1	sample	1847	1	0.317259897513621	
2	F	5	0.1492	sample	1850	1	0.708053121743996	
2	F	6	0.1557	sample	1857	1	0.759682307871993	
2	F	7	0.1121	sample	1859	1	0.413369613228815	
2	F	8	0.0541	sample	1867	1	0.1	
2	F	9	0.103	sample	1868	1	0.341088752649619	
2	F	10	0.0885	sample	1895	1	0.225915952825626	
2	F	11	0.0937	sample	1906	1	0.267219301728024	
2	F	12	0.1459	sample	1907	1	0.681841381094398	
2	G	1	0.0915	sample	1921	1	0.249744807961625	
2	G	2	0.0836	sample	1922	1	0.186995489436829	
2	G	3	0.0847	sample	1928	1	0.195732736320028	
2	G	4	0.2083	sample	1945	1	1.17748156792317	
2	G	5	0.1009	sample	1946	1	0.32440855405442	
2	G	6	0.0982	sample	1948	1	0.302962584432021	
2	G	7	0.0979	sample	1952	1	0.300579698918422	
2	G	8	0.1423	sample	1953	1	0.6532467549312	
2	H	1	0.0835	sample	1921	1	0.186201194265629	
2	H	2	0.0876	sample	1922	1	0.218767296284827	
2	H	3	0.0774	sample	1928	1	0.137749188822432	
2	H	4	0.1649	sample	1945	1	0.832757463622388	
2	H	5	0.0969	sample	1946	1	0.292636747206422	
2	H	6	0.0948	sample	1948	1	0.275956548611223	
2	H	7	0.0892	sample	1952	1	0.231476019024026	
2	H	8	0.1484	sample	1953	1	0.701698760374397	
