plate	row	col	a750	stype	detail	dilution	mgml	flag
10	A	1	0.0674	standard	0.0	1	0.1	
10	A	2	0.0893	standard	0.1	1	0.1	
10	A	3	0.1142	standard	0.2	1	0.205759431698692	
10	A	4	0.1515	standard	0.4	1	0.423950209954674	
10	A	5	0.2133	standard	0.8	1	0.785456646850645	
10	A	6	0.3433	standard	1.6	1	1.54590708045058	
10	A	7	0.0733	standard	0.0	1	0.1	
10	A	8	0.0968	standard	0.1	1	0.1039760659707	
10	A	9	0.12	standard	0.2	1	0.239687220274689	
10	A	10	0.1642	standard	0.4	1	0.498240367698668	
10	A	11	0.225	standard	0.8	1	0.853897185874639	
10	A	12	0.3499	standard	1.6	1	1.58451456400258	
10	B	1	0.5872	sample	RES-11	10	16	
10	B	2	0.5911	sample	RES-11	10	16	
10	B	3	0.1482	sample	RES-11	100	40.4646468178676	
10	B	4	0.1533	sample	RES-11	100	43.4479523650673	
10	B	5	0.0635	sample	RES-11	1000	100	
10	B	6	0.0723	sample	RES-11	1000	100	
10	B	7	0.5788	sample	RES-12	10	16	
10	B	8	0.566	sample	RES-12	10	16	
10	B	9	0.1525	sample	RES-12	100	42.9799828674674	
10	B	10	0.1568	sample	RES-12	100	45.4953189170671	
10	B	11	0.0762	sample	RES-12	1000	100	
10	B	12	0.0785	sample	RES-12	1000	100	
10	C	1	0.7845	sample	MoBH_KO	10	16	
10	C	2	0.8237	sample	MoBH_KO	10	16	
10	C	3	0.2326	sample	MoBH_KO	100	89.8354288146636	
10	C	4	0.2419	sample	MoBH_KO	100	95.2755742242631	
10	C	5	0.0688	sample	MoBH_KO	1000	100	
10	C	6	0.0842	sample	MoBH_KO	1000	100	
10	C	7	0.7032	sample	MoBH_WT	10	16	
10	C	8	0.7914	sample	MoBH_WT	10	16	
10	C	9	0.2763	sample	MoBH_WT	100	115.398262621061	
10	C	10	0.2372	sample	MoBH_WT	100	92.5262534258633	
10	C	11	0.0833	sample	MoBH_WT	1000	100	
10	C	12	0.0881	sample	MoBH_WT	1000	100	
10	D	1	0.0598	sample	rat419	1	0.1	
10	D	3	0.0661	sample	rat418	1	0.1	
10	D	4	0.0817	sample	rat418	1	0.1	
10	D	5	0.0611	sample	41M	1	0.1	
10	D	6	0.0783	sample	41M	1	0.1	
10	D	7	0.1197	sample	44F	1	0.237932334658689	
10	D	8	0.1406	sample	44F	1	0.360189365906679	
